r,y,orbits
0.0,0.0,1
0.00010000250006250156,0.0,1
0.00020000500012500312,0.0,1
0.00030000750018750467,0.0,1
0.00040001000025000625,0.0,1
0.0005000125003125078,0.0,1
0.0006000150003750093,0.0,1
0.0007000175004375109,0.0,1
0.0008000200005000125,0.0,1
0.0009000225005625141,0.0,1
0.0010000250006250155,0.0,1
0.0011000275006875172,0.0,1
0.0012000300007500187,0.0,1
0.0013000325008125204,0.0,1
0.0014000350008750218,0.0,1
0.0015000375009375235,0.0,1
0.001600040001000025,0.0,1
0.0017000425010625265,0.0,1
0.0018000450011250281,0.0,1
0.0019000475011875296,0.0,1
0.002000050001250031,0.0,1
0.002100052501312533,0.0,1
0.0022000550013750344,0.0,1
0.002300057501437536,0.0,1
0.0024000600015000374,0.0,1
0.002500062501562539,0.0,1
0.0026000650016250407,0.0,1
0.002700067501687542,0.0,1
0.0028000700017500437,0.0,1
0.002900072501812545,0.0,1
0.003000075001875047,0.0,1
0.0031000775019375485,0.0,1
0.00320008000200005,0.0,1
0.0033000825020625514,0.0,1
0.003400085002125053,0.0,1
0.003500087502187555,0.0,1
0.0036000900022500563,0.0,1
0.0037000925023125577,0.0,1
0.003800095002375059,0.0,1
0.003900097502437561,0.0,1
0.004000100002500062,0.0,1
0.004100102502562564,0.0,1
0.004200105002625066,0.0,1
0.004300107502687567,0.0,1
0.004400110002750069,0.0,1
0.00450011250281257,0.0,1
0.004600115002875072,0.0,1
0.004700117502937574,0.0,1
0.004800120003000075,0.0,1
0.004900122503062577,0.0,1
0.005000125003125078,0.0,1
0.00510012750318758,0.0,1
0.0052001300032500815,0.0,1
0.0053001325033125825,0.0,1
0.005400135003375084,0.0,1
0.005500137503437586,0.0,1
0.005600140003500087,0.0,1
0.005700142503562589,0.0,1
0.00580014500362509,0.0,1
0.005900147503687592,0.0,1
0.006000150003750094,0.0,1
0.006100152503812595,0.0,1
0.006200155003875097,0.0,1
0.006300157503937598,0.0,1
0.0064001600040001,0.0,1
0.006500162504062602,0.0,1
0.006600165004125103,0.0,1
0.006700167504187605,0.0,1
0.006800170004250106,0.0,1
0.006900172504312608,0.0,1
0.00700017500437511,0.0,1
0.007100177504437611,0.0,1
0.0072001800045001126,0.0,1
0.007300182504562614,0.0,1
0.0074001850046251155,0.0,1
0.007500187504687617,0.0,1
0.007600190004750118,0.0,1
0.00770019250481262,0.0,1
0.007800195004875122,0.0,1
0.007900197504937624,0.0,1
0.008000200005000124,0.0,1
0.008100202505062626,0.0,1
0.008200205005125128,0.0,1
0.00830020750518763,0.0,1
0.008400210005250132,0.0,1
0.008500212505312632,0.0,1
0.008600215005375134,0.0,1
0.008700217505437636,0.0,1
0.008800220005500138,0.0,1
0.00890022250556264,0.0,1
0.00900022500562514,0.0,1
0.009100227505687642,0.0,1
0.009200230005750144,0.0,1
0.009300232505812646,0.0,1
0.009400235005875147,0.0,1
0.009500237505937648,0.0,1
0.00960024000600015,0.0,1
0.009700242506062651,0.0,1
0.009800245006125153,0.0,1
0.009900247506187655,0.0,1
0.010000250006250155,0.0,1
0.010100252506312657,0.0,1
0.01020025500637516,0.0,1
0.010300257506437661,0.0,1
0.010400260006500163,0.0,1
0.010500262506562663,0.0,1
0.010600265006625165,0.0,1
0.010700267506687667,0.0,1
0.010800270006750169,0.0,1
0.01090027250681267,0.0,1
0.011000275006875173,0.0,1
0.011100277506937673,0.0,1
0.011200280007000175,0.0,1
0.011300282507062677,0.0,1
0.011400285007125179,0.0,1
0.01150028750718768,0.0,1
0.01160029000725018,0.0,1
0.011700292507312682,0.0,1
0.011800295007375184,0.0,1
0.011900297507437686,0.0,1
0.012000300007500188,0.0,1
0.012100302507562688,0.0,1
0.01220030500762519,0.0,1
0.012300307507687692,0.0,1
0.012400310007750194,0.0,1
0.012500312507812696,0.0,1
0.012600315007875196,0.0,1
0.012700317507937698,0.0,1
0.0128003200080002,0.0,1
0.012900322508062702,0.0,1
0.013000325008125204,0.0,1
0.013100327508187704,0.0,1
0.013200330008250206,0.0,1
0.013300332508312708,0.0,1
0.01340033500837521,0.0,1
0.013500337508437711,0.0,1
0.013600340008500212,0.0,1
0.013700342508562714,0.0,1
0.013800345008625215,0.0,1
0.013900347508687717,0.0,1
0.01400035000875022,0.0,1
0.01410035250881272,0.0,1
0.014200355008875221,0.0,1
0.014300357508937723,0.0,1
0.014400360009000225,0.0,1
0.014500362509062727,0.0,1
0.014600365009125227,0.0,1
0.014700367509187729,0.0,1
0.014800370009250231,0.0,1
0.014900372509312733,0.0,1
0.015000375009375235,0.0,1
0.015100377509437737,0.0,1
0.015200380009500237,0.0,1
0.015300382509562739,0.0,1
0.01540038500962524,0.0,1
0.015500387509687743,0.0,1
0.015600390009750244,0.0,1
0.015700392509812745,0.0,1
0.015800395009875248,0.0,1
0.01590039750993775,0.0,1
0.01600040001000025,0.0,1
0.016100402510062752,0.0,1
0.016200405010125252,0.0,1
0.016300407510187756,0.0,1
0.016400410010250256,0.0,1
0.016500412510312756,0.0,1
0.01660041501037526,0.0,1
0.01670041751043776,0.0,1
0.016800420010500264,0.0,1
0.016900422510562764,0.0,1
0.017000425010625264,0.0,1
0.017100427510687768,0.0,1
0.017200430010750268,0.0,1
0.01730043251081277,0.0,1
0.01740043501087527,0.0,1
0.017500437510937772,0.0,1
0.017600440011000276,0.0,1
0.017700442511062776,0.0,1
0.01780044501112528,0.0,1
0.01790044751118778,0.0,1
0.01800045001125028,0.0,1
0.018100452511312783,0.0,1
0.018200455011375283,0.0,1
0.018300457511437787,0.0,1
0.018400460011500287,0.0,1
0.018500462511562787,0.0,1
0.01860046501162529,0.0,1
0.01870046751168779,0.0,1
0.018800470011750295,0.0,1
0.018900472511812795,0.0,1
0.019000475011875295,0.0,1
0.0191004775119378,0.0,1
0.0192004800120003,0.0,1
0.019300482512062803,0.0,1
0.019400485012125303,0.0,1
0.019500487512187803,0.0,1
0.019600490012250307,0.0,1
0.019700492512312807,0.0,1
0.01980049501237531,0.0,1
0.01990049751243781,0.0,1
0.02000050001250031,0.0,1
0.020100502512562814,0.0,1
0.020200505012625315,0.0,1
0.020300507512687818,0.0,1
0.02040051001275032,0.0,1
0.02050051251281282,0.0,1
0.020600515012875322,0.0,1
0.020700517512937822,0.0,1
0.020800520013000326,0.0,1
0.020900522513062826,0.0,1
0.021000525013125326,0.0,1
0.02110052751318783,0.0,1
0.02120053001325033,0.0,1
0.021300532513312834,0.0,1
0.021400535013375334,0.0,1
0.021500537513437838,0.0,1
0.021600540013500338,0.0,1
0.021700542513562838,0.0,1
0.02180054501362534,0.0,1
0.02190054751368784,0.0,1
0.022000550013750345,0.0,1
0.022100552513812845,0.0,1
0.022200555013875346,0.0,1
0.02230055751393785,0.0,1
0.02240056001400035,0.0,1
0.022500562514062853,0.0,1
0.022600565014125353,0.0,1
0.022700567514187853,0.0,1
0.022800570014250357,0.0,1
0.022900572514312857,0.0,1
0.02300057501437536,0.0,1
0.02310057751443786,0.0,1
0.02320058001450036,0.0,1
0.023300582514562865,0.0,1
0.023400585014625365,0.0,1
0.02350058751468787,0.0,1
0.02360059001475037,0.0,1
0.02370059251481287,0.0,1
0.023800595014875373,0.0,1
0.023900597514937873,0.0,1
0.024000600015000376,0.0,1
0.024100602515062877,0.0,1
0.024200605015125377,0.0,1
0.02430060751518788,0.0,1
0.02440061001525038,0.0,1
0.024500612515312884,0.0,1
0.024600615015375384,0.0,1
0.024700617515437884,0.0,1
0.024800620015500388,0.0,1
0.024900622515562888,0.0,1
0.025000625015625392,0.0,1
0.025100627515687892,0.0,1
0.025200630015750392,0.0,1
0.025300632515812896,0.0,1
0.025400635015875396,0.0,1
0.0255006375159379,0.0,1
0.0256006400160004,0.0,1
0.0257006425160629,0.0,1
0.025800645016125404,0.0,1
0.025900647516187904,0.0,1
0.026000650016250407,0.0,1
0.026100652516312908,0.0,1
0.026200655016375408,0.0,1
0.02630065751643791,0.0,1
0.02640066001650041,0.0,1
0.026500662516562915,0.0,1
0.026600665016625415,0.0,1
0.026700667516687916,0.0,1
0.02680067001675042,0.0,1
0.02690067251681292,0.0,1
0.027000675016875423,0.0,1
0.027100677516937923,0.0,1
0.027200680017000423,0.0,1
0.027300682517062927,0.0,1
0.027400685017125427,0.0,1
0.02750068751718793,0.0,1
0.02760069001725043,0.0,1
0.02770069251731293,0.0,1
0.027800695017375435,0.0,1
0.027900697517437935,0.0,1
0.02800070001750044,0.0,1
0.02810070251756294,0.0,1
0.02820070501762544,0.0,1
0.028300707517687942,0.0,1
0.028400710017750443,0.0,1
0.028500712517812946,0.0,1
0.028600715017875446,0.0,1
0.028700717517937947,0.0,1
0.02880072001800045,0.0,1
0.02890072251806295,0.0,1
0.029000725018125454,0.0,1
0.029100727518187954,0.0,1
0.029200730018250454,0.0,1
0.029300732518312958,0.0,1
0.029400735018375458,0.0,1
0.029500737518437962,0.0,1
0.029600740018500462,0.0,1
0.029700742518562962,0.0,1
0.029800745018625466,0.0,1
0.029900747518687966,0.0,1
0.03000075001875047,0.0,1
0.03010075251881297,0.0,1
0.030200755018875473,0.0,1
0.030300757518937974,0.0,1
0.030400760019000474,0.0,1
0.030500762519062977,0.0,1
0.030600765019125478,0.0,1
0.03070076751918798,0.0,1
0.03080077001925048,0.0,1
0.03090077251931298,0.0,1
0.031000775019375485,0.0,1
0.031100777519437985,0.0,1
0.03120078001950049,0.0,1
0.03130078251956299,0.0,1
0.03140078501962549,0.0,1
0.03150078751968799,0.0,1
0.031600790019750497,0.0,1
0.031700792519813,0.0,1
0.0318007950198755,0.0,1
0.031900797519938,0.0,1
0.0320008000200005,0.0,1
0.032100802520063004,0.0,1
0.032200805020125504,0.0,1
0.032300807520188005,0.0,1
0.032400810020250505,0.0,1
0.032500812520313005,0.0,1
0.03260081502037551,0.0,1
0.03270081752043801,0.0,1
0.03280082002050051,0.0,1
0.03290082252056301,0.0,1
0.03300082502062551,0.0,1
0.03310082752068802,0.0,1
0.03320083002075052,0.0,1
0.03330083252081302,0.0,1
0.03340083502087552,0.0,1
0.03350083752093802,0.0,1
0.03360084002100053,0.0,1
0.03370084252106303,0.0,1
0.03380084502112553,0.0,1
0.03390084752118803,0.0,1
0.03400085002125053,0.0,1
0.034100852521313035,0.0,1
0.034200855021375536,0.0,1
0.034300857521438036,0.0,1
0.034400860021500536,0.0,1
0.034500862521563036,0.0,1
0.03460086502162554,0.0,1
0.03470086752168804,0.0,1
0.03480087002175054,0.0,1
0.034900872521813044,0.0,1
0.035000875021875544,0.0,1
0.03510087752193805,0.0,1
0.03520088002200055,0.0,1
0.03530088252206305,0.0,1
0.03540088502212555,0.0,1
0.03550088752218805,0.0,1
0.03560089002225056,0.0,1
0.03570089252231306,0.0,1
0.03580089502237556,0.0,1
0.03590089752243806,0.0,1
0.03600090002250056,0.0,1
0.036100902522563066,0.0,1
0.03620090502262557,0.0,1
0.03630090752268807,0.0,1
0.03640091002275057,0.0,1
0.03650091252281307,0.0,1
0.036600915022875574,0.0,1
0.036700917522938074,0.0,1
0.036800920023000575,0.0,1
0.036900922523063075,0.0,1
0.037000925023125575,0.0,1
0.03710092752318808,0.0,1
0.03720093002325058,0.0,1
0.03730093252331308,0.0,1
0.03740093502337558,0.0,1
0.03750093752343808,0.0,1
0.03760094002350059,0.0,1
0.03770094252356309,0.0,1
0.03780094502362559,0.0,1
0.03790094752368809,0.0,1
0.03800095002375059,0.0,1
0.0381009525238131,0.0,1
0.0382009550238756,0.0,1
0.0383009575239381,0.0,1
0.0384009600240006,0.0,1
0.0385009625240631,0.0,1
0.038600965024125605,0.0,1
0.038700967524188105,0.0,1
0.038800970024250606,0.0,1
0.038900972524313106,0.0,1
0.039000975024375606,0.0,1
0.03910097752443811,0.0,1
0.03920098002450061,0.0,1
0.03930098252456311,0.0,1
0.039400985024625614,0.0,1
0.039500987524688114,0.0,1
0.03960099002475062,0.0,1
0.03970099252481312,0.0,1
0.03980099502487562,0.0,1
0.03990099752493812,0.0,1
0.04000100002500062,0.0,1
0.04010100252506313,0.0,1
0.04020100502512563,0.0,1
0.04030100752518813,0.0,1
0.04040101002525063,0.0,1
0.04050101252531313,0.0,1
0.040601015025375636,0.0,1
0.040701017525438137,0.0,1
0.04080102002550064,0.0,1
0.04090102252556314,0.0,1
0.04100102502562564,0.0,1
0.041101027525688144,0.0,1
0.041201030025750644,0.0,1
0.041301032525813144,0.0,1
0.041401035025875645,0.0,1
0.041501037525938145,0.0,1
0.04160104002600065,0.0,1
0.04170104252606315,0.0,1
0.04180104502612565,0.0,1
0.04190104752618815,0.0,1
0.04200105002625065,0.0,1
0.04210105252631316,0.0,1
0.04220105502637566,0.0,1
0.04230105752643816,0.0,1
0.04240106002650066,0.0,1
0.04250106252656316,0.0,1
0.04260106502662567,0.0,1
0.04270106752668817,0.0,1
0.04280107002675067,0.0,1
0.04290107252681317,0.0,1
0.043001075026875675,0.0,1
0.043101077526938175,0.0,1
0.043201080027000675,0.0,1
0.043301082527063176,0.0,1
0.043401085027125676,0.0,1
0.04350108752718818,0.0,1
0.04360109002725068,0.0,1
0.04370109252731318,0.0,1
0.04380109502737568,0.0,1
0.04390109752743818,0.0,1
0.04400110002750069,0.0,1
0.04410110252756319,0.0,1
0.04420110502762569,0.0,1
0.04430110752768819,0.0,1
0.04440111002775069,0.0,1
0.0445011125278132,0.0,1
0.0446011150278757,0.0,1
0.0447011175279382,0.0,1
0.0448011200280007,0.0,1
0.0449011225280632,0.0,1
0.045001125028125706,0.0,1
0.045101127528188206,0.0,1
0.045201130028250706,0.0,1
0.04530113252831321,0.0,1
0.04540113502837571,0.0,1
0.045501137528438214,0.0,1
0.045601140028500714,0.0,1
0.045701142528563214,0.0,1
0.045801145028625714,0.0,1
0.045901147528688215,0.0,1
0.04600115002875072,0.0,1
0.04610115252881322,0.0,1
0.04620115502887572,0.0,1
0.04630115752893822,0.0,1
0.04640116002900072,0.0,1
0.04650116252906323,0.0,1
0.04660116502912573,0.0,1
0.04670116752918823,0.0,1
0.04680117002925073,0.0,1
0.04690117252931323,0.0,1
0.04700117502937574,0.0,1
0.04710117752943824,0.0,1
0.04720118002950074,0.0,1
0.04730118252956324,0.0,1
0.04740118502962574,0.0,1
0.047501187529688245,0.0,1
0.047601190029750745,0.0,1
0.047701192529813245,0.0,1
0.047801195029875745,0.0,1
0.047901197529938246,0.0,1
0.04800120003000075,0.0,1
0.04810120253006325,0.0,1
0.04820120503012575,0.0,1
0.04830120753018825,0.0,1
0.04840121003025075,0.0,1
0.04850121253031326,0.0,1
0.04860121503037576,0.0,1
0.04870121753043826,0.0,1
0.04880122003050076,0.0,1
0.04890122253056326,0.0,1
0.04900122503062577,0.0,1
0.04910122753068827,0.0,1
0.04920123003075077,0.0,1
0.04930123253081327,0.0,1
0.04940123503087577,0.0,1
0.049501237530938276,0.0,1
0.049601240031000776,0.0,1
0.049701242531063276,0.0,1
0.049801245031125776,0.0,1
0.04990124753118828,0.0,1
0.050001250031250784,0.0,1
0.050101252531313284,0.0,1
0.050201255031375784,0.0,1
0.050301257531438284,0.0,1
0.050401260031500784,0.0,1
0.05050126253156329,0.0,1
0.05060126503162579,0.0,1
0.05070126753168829,0.0,1
0.05080127003175079,0.0,1
0.05090127253181329,0.0,1
0.0510012750318758,0.0,1
0.0511012775319383,0.0,1
0.0512012800320008,0.0,1
