0, -nan
0.001, 0.707209
0.002, 0.70706
0.003, 0.70711
0.004, 0.707135
0.005, 0.707149
0.006, 0.70706
0.007, 0.707124
0.008, 0.707097
0.009, 0.707077
0.01, 0.70712
0.011, 0.707101
0.012, 0.70711
0.013, 0.707094
0.014, 0.707103
0.015, 0.70711
0.016, 0.707116
0.017, 0.707104
0.018, 0.70711
0.019, 0.707099
0.02, 0.707105
0.021, 0.70711
0.022, 0.707114
0.023, 0.707118
0.024, 0.707097
0.025, 0.707114
0.026, 0.707106
0.027, 0.707099
0.028, 0.707103
0.029, 0.707106
0.03, 0.70711
0.031, 0.707094
0.032, 0.707107
0.033, 0.70711
0.034, 0.707113
0.035, 0.707098
0.036, 0.707102
0.037, 0.707112
0.038, 0.707099
0.039, 0.707102
0.04, 0.707112
0.041, 0.707107
0.042, 0.707103
0.043, 0.707105
0.044, 0.707108
0.045, 0.707103
0.046, 0.707105
0.047, 0.707108
0.048, 0.70711
0.049, 0.707106
0.05, 0.707102
0.051, 0.707104
0.052, 0.707106
0.053, 0.707102
0.054, 0.707104
0.055, 0.707106
0.056, 0.707097
0.057, 0.707105
0.058, 0.707106
0.059, 0.707103
0.06, 0.7071
0.061, 0.707102
0.062, 0.707108
0.063, 0.7071
0.064, 0.707102
0.065, 0.707104
0.066, 0.707101
0.067, 0.707098
0.068, 0.7071
0.069, 0.707101
0.07, 0.707103
0.071, 0.7071
0.072, 0.707102
0.073, 0.707103
0.074, 0.7071
0.075, 0.707102
0.076, 0.707099
0.077, 0.707101
0.078, 0.707098
0.079, 0.7071
0.08, 0.707101
0.081, 0.707099
0.082, 0.707096
0.083, 0.707098
0.084, 0.707103
0.085, 0.707097
0.086, 0.707098
0.087, 0.707099
0.088, 0.707094
0.089, 0.707095
0.09, 0.707097
0.091, 0.707098
0.092, 0.707096
0.093, 0.707094
0.094, 0.707098
0.095, 0.707099
0.096, 0.707094
0.097, 0.707095
0.098, 0.707097
0.099, 0.707092
0.1, 0.707093
0.101, 0.707097
0.102, 0.707095
0.103, 0.707093
0.104, 0.707094
0.105, 0.707096
0.106, 0.707091
0.107, 0.707092
0.108, 0.707093
0.109, 0.707094
0.11, 0.70709
0.111, 0.707091
0.112, 0.707095
0.113, 0.707096
0.114, 0.707091
0.115, 0.707092
0.116, 0.707093
0.117, 0.707087
0.118, 0.70709
0.119, 0.707089
0.12, 0.707092
0.121, 0.707088
0.122, 0.707089
0.123, 0.70709
0.124, 0.707087
0.125, 0.707088
0.126, 0.707088
0.127, 0.707089
0.128, 0.707086
0.129, 0.707087
0.13, 0.707085
0.131, 0.707086
0.132, 0.707087
0.133, 0.707086
0.134, 0.707087
0.135, 0.707085
0.136, 0.707084
0.137, 0.707085
0.138, 0.707086
0.139, 0.707085
0.14, 0.707083
0.141, 0.707084
0.142, 0.707081
0.143, 0.707084
0.144, 0.707083
0.145, 0.707082
0.146, 0.70708
0.147, 0.707081
0.148, 0.707082
0.149, 0.707081
0.15, 0.70708
0.151, 0.707081
0.152, 0.70708
0.153, 0.707079
0.154, 0.707079
0.155, 0.707078
0.156, 0.707079
0.157, 0.707076
0.158, 0.707077
0.159, 0.707078
0.16, 0.707075
0.161, 0.707076
0.162, 0.707077
0.163, 0.707077
0.164, 0.707075
0.165, 0.707075
0.166, 0.707076
0.167, 0.707072
0.168, 0.707073
0.169, 0.707073
0.17, 0.707074
0.171, 0.707071
0.172, 0.707072
0.173, 0.707071
0.174, 0.707072
0.175, 0.707071
0.176, 0.70707
0.177, 0.707071
0.178, 0.707069
0.179, 0.707068
0.18, 0.707068
0.181, 0.707069
0.182, 0.707067
0.183, 0.707067
0.184, 0.707068
0.185, 0.707067
0.186, 0.707066
0.187, 0.707066
0.188, 0.707066
0.189, 0.707064
0.19, 0.707065
0.191, 0.707064
0.192, 0.707063
0.193, 0.707062
0.194, 0.707062
0.195, 0.707064
0.196, 0.70706
0.197, 0.707061
0.198, 0.707062
0.199, 0.707061
0.2, 0.70706
0.201, 0.707059
0.202, 0.707059
0.203, 0.707058
0.204, 0.707057
0.205, 0.707058
0.206, 0.707057
0.207, 0.707055
0.208, 0.707056
0.209, 0.707055
0.21, 0.707056
0.211, 0.707054
0.212, 0.707053
0.213, 0.707054
0.214, 0.707052
0.215, 0.707051
0.216, 0.707052
0.217, 0.707053
0.218, 0.707049
0.219, 0.70705
0.22, 0.707051
0.221, 0.707047
0.222, 0.707048
0.223, 0.707047
0.224, 0.707048
0.225, 0.707046
0.226, 0.707046
0.227, 0.707046
0.228, 0.707047
0.229, 0.707044
0.23, 0.707045
0.231, 0.707044
0.232, 0.707042
0.233, 0.707043
0.234, 0.707042
0.235, 0.707043
0.236, 0.70704
0.237, 0.707041
0.238, 0.70704
0.239, 0.70704
0.24, 0.707038
0.241, 0.707038
0.242, 0.707039
0.243, 0.707036
0.244, 0.707037
0.245, 0.707036
0.246, 0.707035
0.247, 0.707034
0.248, 0.707035
0.249, 0.707033
0.25, 0.707031
0.251, 0.707032
0.252, 0.707032
0.253, 0.707031
0.254, 0.707031
0.255, 0.70703
0.256, 0.70703
0.257, 0.707028
