x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16
1, 1, 1, 3, 1, 5, 1, 7, 3, 1, 3, 3, 3, 5, 3, 7, 5, 1, 5, 3, 5, 5, 5, 7, 7, 1, 7, 3, 7, 5, 7, 7
1.00805, 0.989234, 0.988496, 3.01578, 0.998886, 4.99473, 1.01308, 6.99092, 3.01228, 1.01666, 3.01271, 3.00804, 3.00688, 4.98842, 2.98161, 6.99438, 5.00183, 0.988501, 4.9975, 3.0129, 4.99296, 5.01033, 5.00316, 6.99167, 7.00505, 0.99762, 6.9949, 3.00004, 6.99107, 4.99046, 6.99154, 7.01031
1.01611, 0.978467, 0.976991, 3.03156, 0.997772, 4.98947, 1.02617, 6.98184, 3.02456, 1.03332, 3.02541, 3.01608, 3.01376, 4.97684, 2.96321, 6.98876, 5.00367, 0.977001, 4.995, 3.0258, 4.98593, 5.02067, 5.00632, 6.98334, 7.01009, 0.995239, 6.9898, 3.00008, 6.98214, 4.98091, 6.98308, 7.02063
1.02416, 0.967697, 0.965482, 3.04735, 0.996659, 4.9842, 1.03926, 6.97276, 3.03684, 1.04998, 3.03813, 3.02412, 3.02064, 4.96525, 2.94481, 6.98314, 5.0055, 0.965498, 4.99249, 3.0387, 4.97889, 5.03101, 5.00948, 6.975, 7.01514, 0.992855, 6.9847, 3.00013, 6.97321, 4.97136, 6.97461, 7.03095
1.03221, 0.956922, 0.953969, 3.06315, 0.995546, 4.97893, 1.05236, 6.96368, 3.04912, 1.06665, 3.05085, 3.03216, 3.02752, 4.95366, 2.9264, 6.97751, 5.00733, 0.953992, 4.98999, 3.05161, 4.97185, 5.04135, 5.01265, 6.96667, 7.02019, 0.990469, 6.9796, 3.00017, 6.96428, 4.96181, 6.96614, 7.04127
1.04026, 0.946142, 0.942449, 3.07895, 0.994433, 4.97365, 1.06547, 6.9546, 3.06141, 1.08332, 3.06358, 3.04021, 3.03441, 4.94206, 2.90798, 6.97188, 5.00915, 0.942481, 4.98748, 3.06453, 4.9648, 5.05169, 5.01583, 6.95833, 7.02523, 0.988078, 6.97451, 3.00023, 6.95535, 4.95225, 6.95766, 7.05161
1.04831, 0.935355, 0.930923, 3.09478, 0.993321, 4.96837, 1.07861, 6.94552, 3.0737, 1.1, 3.07632, 3.04827, 3.04131, 4.93046, 2.88954, 6.96625, 5.01097, 0.930964, 4.98496, 3.07745, 4.95776, 5.06203, 5.01901, 6.94998, 7.03027, 0.985681, 6.96941, 3.00028, 6.94641, 4.94268, 6.94917, 7.06195
1.05636, 0.924561, 0.919388, 3.11062, 0.992209, 4.96307, 1.09176, 6.93643, 3.086, 1.11669, 3.08908, 3.05633, 3.04822, 4.91884, 2.87107, 6.96061, 5.01279, 0.919441, 4.98244, 3.09037, 4.9507, 5.07239, 5.02221, 6.94163, 7.03531, 0.983278, 6.96432, 3.00035, 6.93747, 4.93311, 6.94067, 7.0723
1.06441, 0.913758, 0.907843, 3.12648, 0.991098, 4.95777, 1.10495, 6.92735, 3.09831, 1.13338, 3.10185, 3.0644, 3.05513, 4.90721, 2.85258, 6.95496, 5.0146, 0.90791, 4.97991, 3.10331, 4.94365, 5.08274, 5.02542, 6.93327, 7.04035, 0.980866, 6.95922, 3.00042, 6.92853, 4.92352, 6.93216, 7.08266
1.07246, 0.902946, 0.896288, 3.14236, 0.989987, 4.95245, 1.11817, 6.91827, 3.11062, 1.15009, 3.11463, 3.07248, 3.06206, 4.89557, 2.83405, 6.94931, 5.01641, 0.896373, 4.97737, 3.11626, 4.93658, 5.09311, 5.02864, 6.9249, 7.04539, 0.978444, 6.95413, 3.0005, 6.91958, 4.91392, 6.92363, 7.09303
1.08051, 0.892124, 0.884722, 3.15827, 0.988877, 4.94712, 1.13143, 6.90919, 3.12294, 1.1668, 3.12744, 3.08057, 3.069, 4.88391, 2.81549, 6.94365, 5.01821, 0.884827, 4.97482, 3.12922, 4.92951, 5.10348, 5.03187, 6.91652, 7.05043, 0.976012, 6.94904, 3.00059, 6.91063, 4.9043, 6.91509, 7.10342
1.08856, 0.881291, 0.873145, 3.17421, 0.987766, 4.94177, 1.14473, 6.90011, 3.13526, 1.18353, 3.14027, 3.08868, 3.07595, 4.87223, 2.79688, 6.93799, 5.02, 0.873272, 4.97226, 3.14218, 4.92243, 5.11386, 5.03512, 6.90812, 7.05546, 0.973567, 6.94396, 3.00069, 6.90167, 4.89467, 6.90653, 7.11383
1.0966, 0.870446, 0.861554, 3.19018, 0.986655, 4.9364, 1.15809, 6.89103, 3.1476, 1.20027, 3.15313, 3.0968, 3.08292, 4.86053, 2.77822, 6.93232, 5.02179, 0.861709, 4.96968, 3.15516, 4.91534, 5.12425, 5.03838, 6.89972, 7.06049, 0.971109, 6.93888, 3.00081, 6.89271, 4.88502, 6.89796, 7.12425
1.10465, 0.859589, 0.849951, 3.20618, 0.985544, 4.931, 1.17151, 6.88195, 3.15995, 1.21703, 3.16601, 3.10494, 3.08991, 4.8488, 2.75949, 6.92664, 5.02357, 0.850135, 4.96709, 3.16816, 4.90825, 5.13466, 5.04167, 6.89129, 7.06552, 0.968635, 6.9338, 3.00094, 6.88374, 4.87536, 6.88936, 7.1347
1.11269, 0.848718, 0.838333, 3.22223, 0.984432, 4.92558, 1.18501, 6.87287, 3.17232, 1.23379, 3.17892, 3.1131, 3.09692, 4.83704, 2.74069, 6.92095, 5.02534, 0.838553, 4.96447, 3.18116, 4.90114, 5.14508, 5.04497, 6.88285, 7.07054, 0.966144, 6.92872, 3.00109, 6.87477, 4.86567, 6.88075, 7.14516
1.12073, 0.837835, 0.826703, 3.23833, 0.983318, 4.92012, 1.19858, 6.8638, 3.18469, 1.25058, 3.19186, 3.12129, 3.10395, 4.82526, 2.7218, 6.91525, 5.0271, 0.82696, 4.96184, 3.19418, 4.89402, 5.15552, 5.04829, 6.87439, 7.07556, 0.963634, 6.92365, 3.00125, 6.86579, 4.85597, 6.87211, 7.15565
1.12877, 0.826936, 0.815058, 3.25447, 0.982203, 4.91463, 1.21226, 6.85472, 3.19708, 1.26738, 3.20484, 3.1295, 3.111, 4.81343, 2.70282, 6.90954, 5.02886, 0.815357, 4.95919, 3.20722, 4.88689, 5.16597, 5.05163, 6.8659, 7.08057, 0.961105, 6.91858, 3.00144, 6.8568, 4.84624, 6.86345, 7.16616
1.13681, 0.816023, 0.803399, 3.27067, 0.981086, 4.90911, 1.22605, 6.84565, 3.20948, 1.28419, 3.21785, 3.13775, 3.11808, 4.80157, 2.68372, 6.90382, 5.0306, 0.803743, 4.95651, 3.22026, 4.87975, 5.17645, 5.055, 6.85738, 7.08558, 0.958553, 6.91352, 3.00164, 6.84781, 4.83649, 6.85477, 7.17669
1.14485, 0.805095, 0.791726, 3.28692, 0.979965, 4.90354, 1.23996, 6.83659, 3.2219, 1.30103, 3.23089, 3.14603, 3.12519, 4.78967, 2.66449, 6.89809, 5.03234, 0.792118, 4.9538, 3.23333, 4.8726, 5.18695, 5.05838, 6.84884, 7.09058, 0.955978, 6.90846, 3.00187, 6.83881, 4.82671, 6.84606, 7.18725
1.15288, 0.79415, 0.780039, 3.30325, 0.97884, 4.89791, 1.25402, 6.82752, 3.23434, 1.31788, 3.24398, 3.15434, 3.13233, 4.77771, 2.64512, 6.89235, 5.03407, 0.780483, 4.95106, 3.2464, 4.86543, 5.19748, 5.06179, 6.84027, 7.09557, 0.953378, 6.90341, 3.00213, 6.8298, 4.8169, 6.83732, 7.19784
1.16092, 0.783189, 0.768339, 3.31964, 0.97771, 4.89224, 1.26824, 6.81847, 3.24679, 1.33475, 3.25712, 3.1627, 3.1395, 4.76571, 2.62558, 6.8866, 5.03578, 0.768836, 4.94828, 3.2595, 4.85825, 5.20803, 5.06522, 6.83165, 7.10056, 0.95075, 6.89836, 3.00241, 6.82079, 4.80707, 6.82856, 7.20846
1.16895, 0.77221, 0.756627, 3.33611, 0.976574, 4.8865, 1.28265, 6.80942, 3.25926, 1.35165, 3.27029, 3.17111, 3.14671, 4.75364, 2.60586, 6.88083, 5.03749, 0.757178, 4.94547, 3.27261, 4.85105, 5.21862, 5.06867, 6.823, 7.10554, 0.948093, 6.89332, 3.00272, 6.81177, 4.7972, 6.81977, 7.21911
1.17698, 0.761213, 0.744903, 3.35266, 0.975429, 4.8807, 1.29725, 6.80038, 3.27174, 1.36856, 3.28352, 3.17958, 3.15395, 4.74151, 2.58592, 6.87504, 5.03919, 0.745508, 4.94261, 3.28573, 4.84384, 5.22924, 5.07214, 6.81431, 7.11051, 0.945405, 6.88828, 3.00305, 6.80275, 4.78731, 6.81095, 7.2298
1.18501, 0.750198, 0.733168, 3.3693, 0.974275, 4.87482, 1.31208, 6.79136, 3.28425, 1.3855, 3.2968, 3.1881, 3.16124, 4.72931, 2.56577, 6.86923, 5.04089, 0.733826, 4.93971, 3.29888, 4.83662, 5.2399, 5.07564, 6.80557, 7.11548, 0.942684, 6.88325, 3.00343, 6.79371, 4.77738, 6.8021, 7.24051
1.19304, 0.739164, 0.721425, 3.38604, 0.97311, 4.86886, 1.32714, 6.78235, 3.29677, 1.40246, 3.31014, 3.19669, 3.16857, 4.71703, 2.54538, 6.86341, 5.04257, 0.722132, 4.93677, 3.31203, 4.82939, 5.25061, 5.07916, 6.79678, 7.12043, 0.939927, 6.87822, 3.00383, 6.78468, 4.76741, 6.79322, 7.25127
1.20107, 0.72811, 0.709674, 3.40289, 0.971932, 4.86281, 1.34243, 6.77335, 3.30932, 1.41945, 3.32353, 3.20535, 3.17594, 4.70467, 2.52475, 6.85757, 5.04425, 0.710425, 4.93376, 3.32521, 4.82214, 5.26136, 5.0827, 6.78793, 7.12537, 0.937133, 6.8732, 3.00428, 6.77563, 4.7574, 6.7843, 7.26206
1.2091, 0.717035, 0.697917, 3.41986, 0.970737, 4.85666, 1.35791, 6.76436, 3.32188, 1.43646, 3.33699, 3.2141, 3.18336, 4.69222, 2.50393, 6.85171, 5.04592, 0.698706, 4.9307, 3.3384, 4.81488, 5.27217, 5.08626, 6.77902, 7.1303, 0.9343, 6.86819, 3.00476, 6.76658, 4.74736, 6.77536, 7.27289
1.21712, 0.705939, 0.686157, 3.43695, 0.969523, 4.8504, 1.3735, 6.75538, 3.33446, 1.4535, 3.35051, 3.22294, 3.19083, 4.67966, 2.48299, 6.84583, 5.04758, 0.686974, 4.92758, 3.35161, 4.80761, 5.28303, 5.08985, 6.77004, 7.13522, 0.931425, 6.86318, 3.00528, 6.75752, 4.73727, 6.76638, 7.28376
1.22515, 0.694822, 0.674397, 3.45418, 0.968287, 4.84402, 1.38903, 6.7464, 3.34707, 1.47057, 3.36409, 3.23188, 3.19836, 4.66699, 2.4621, 6.83996, 5.04924, 0.675228, 4.92438, 3.36484, 4.80033, 5.29395, 5.09345, 6.76099, 7.14012, 0.928505, 6.85818, 3.00585, 6.74845, 4.72714, 6.75737, 7.29468
1.23317, 0.683681, 0.66264, 3.47156, 0.967025, 4.83751, 1.40415, 6.73738, 3.35969, 1.48766, 3.37776, 3.24092, 3.20595, 4.6542, 2.44162, 6.83413, 5.05089, 0.663468, 4.92111, 3.37808, 4.79304, 5.30495, 5.09707, 6.75186, 7.14501, 0.925539, 6.85318, 3.00646, 6.73938, 4.71696, 6.74833, 7.30564
1.2412, 0.672518, 0.650889, 3.48909, 0.965733, 4.83086, 1.41825, 6.72827, 3.37233, 1.50479, 3.39149, 3.25009, 3.2136, 4.64128, 2.42214, 6.82838, 5.05253, 0.651693, 4.91776, 3.39134, 4.78575, 5.31602, 5.1007, 6.74264, 7.14988, 0.922524, 6.84819, 3.00713, 6.7303, 4.70674, 6.73925, 7.31665
1.24922, 0.66133, 0.639148, 3.5068, 0.964407, 4.82405, 1.43033, 6.71895, 3.385, 1.52195, 3.40531, 3.25939, 3.22132, 4.62821, 2.40467, 6.82284, 5.05418, 0.639904, 4.91432, 3.40461, 4.77845, 5.32717, 5.10434, 6.73333, 7.15474, 0.919458, 6.84321, 3.00784, 6.72122, 4.69646, 6.73013, 7.3277
1.25724, 0.650117, 0.627423, 3.52469, 0.963041, 4.81708, 1.43894, 6.70926, 3.39768, 1.53915, 3.41921, 3.26883, 3.22911, 4.61499, 2.39067, 6.81766, 5.05582, 0.628099, 4.91078, 3.41791, 4.77115, 5.33841, 5.108, 6.72391, 7.15958, 0.916338, 6.83823, 3.00861, 6.71213, 4.68613, 6.72098, 7.33881
1.26526, 0.638879, 0.615717, 3.54277, 0.961631, 4.80994, 1.44242, 6.69899, 3.41039, 1.55638, 3.4332, 3.27844, 3.23698, 4.6016, 2.38179, 6.81307, 5.05746, 0.616278, 4.90714, 3.43121, 4.76385, 5.34975, 5.11166, 6.71439, 7.16439, 0.913161, 6.83326, 3.00944, 6.70304, 4.67574, 6.7118, 7.34996
1.27329, 0.627614, 0.604035, 3.56105, 0.960171, 4.8026, 1.43963, 6.68796, 3.42312, 1.57365, 3.44728, 3.28821, 3.24492, 4.58803, 2.37917, 6.80924, 5.0591, 0.604441, 4.90338, 3.44454, 4.75656, 5.36119, 5.11533, 6.70475, 7.16919, 0.909925, 6.82829, 3.01033, 6.69394, 4.66529, 6.70258, 7.36118
1.28131, 0.616322, 0.592383, 3.57955, 0.958655, 4.79507, 1.43069, 6.67614, 3.43586, 1.59096, 3.46146, 3.29816, 3.25296, 4.57427, 2.38269, 6.8062, 5.06074, 0.592585, 4.8995, 3.45788, 4.74928, 5.37274, 5.119, 6.69499, 7.17396, 0.906627, 6.82333, 3.01128, 6.68484, 4.65478, 6.69333, 7.37245
1.28934, 0.605002, 0.580765, 3.59827, 0.957078, 4.78734, 1.41689, 6.66365, 3.44863, 1.6083, 3.47575, 3.3083, 3.26108, 4.56031, 2.39105, 6.80383, 5.06239, 0.580711, 4.89549, 3.47123, 4.74201, 5.38441, 5.12266, 6.68509, 7.17871, 0.903265, 6.81837, 3.0123, 6.67573, 4.64421, 6.68404, 7.38378
1.29736, 0.593655, 0.569185, 3.61722, 0.955435, 4.7794, 1.3999, 6.6507, 3.46142, 1.62569, 3.49014, 3.31865, 3.2693, 4.54613, 2.40261, 6.80192, 5.06404, 0.568818, 4.89134, 3.4846, 4.73476, 5.39621, 5.12632, 6.67505, 7.18344, 0.899835, 6.81342, 3.01339, 6.66662, 4.63356, 6.67472, 7.39517
1.30538, 0.582279, 0.557644, 3.63638, 0.953725, 4.77126, 1.38109, 6.63748, 3.47422, 1.64313, 3.50466, 3.32919, 3.27761, 4.53174, 2.41596, 6.80029, 5.06569, 0.556904, 4.88703, 3.49798, 4.72754, 5.40815, 5.12996, 6.66486, 7.18813, 0.896334, 6.80848, 3.01456, 6.65751, 4.62284, 6.66537, 7.40662
1.3134, 0.570875, 0.546142, 3.65575, 0.951948, 4.76294, 1.3614, 6.62411, 3.48705, 1.66061, 3.51929, 3.33994, 3.28603, 4.51714, 2.43019, 6.7988, 5.06736, 0.544968, 4.88256, 3.51138, 4.72034, 5.42023, 5.13357, 6.65452, 7.1928, 0.892761, 6.80353, 3.0158, 6.6484, 4.61205, 6.65598, 7.41814
1.32143, 0.559442, 0.534669, 3.67529, 0.95011, 4.75446, 1.34137, 6.61069, 3.49989, 1.67814, 3.53407, 3.35088, 3.29456, 4.50234, 2.44474, 6.79736, 5.06903, 0.53301, 4.87791, 3.52478, 4.71318, 5.43246, 5.13717, 6.644, 7.19743, 0.889111, 6.7986, 3.01712, 6.63928, 4.60118, 6.64656, 7.42973
1.32945, 0.54798, 0.523211, 3.69496, 0.948228, 4.74587, 1.32132, 6.59726, 3.51276, 1.69572, 3.549, 3.36197, 3.30318, 4.48738, 2.45931, 6.79593, 5.07072, 0.521028, 4.87306, 3.5382, 4.70607, 5.44485, 5.14073, 6.63332, 7.20203, 0.885382, 6.79366, 3.01853, 6.63016, 4.59022, 6.6371, 7.44139
1.33747, 0.53649, 0.511737, 3.71468, 0.946331, 4.73725, 1.3014, 6.58384, 3.52564, 1.71335, 3.56411, 3.37316, 3.3119, 4.47231, 2.47374, 6.79448, 5.07242, 0.50902, 4.86802, 3.55163, 4.69899, 5.4574, 5.14426, 6.62246, 7.20659, 0.88157, 6.78873, 3.02004, 6.62104, 4.57917, 6.62762, 7.45313
1.34549, 0.52497, 0.500197, 3.73433, 0.944467, 4.72873, 1.28168, 6.57046, 3.53854, 1.73104, 3.57943, 3.38435, 3.32069, 4.45723, 2.48796, 6.793, 5.07414, 0.496986, 4.86275, 3.56508, 4.69198, 5.47012, 5.14774, 6.61142, 7.21111, 0.877674, 6.7838, 3.02163, 6.61193, 4.56803, 6.6181, 7.46495
1.35351, 0.513421, 0.488512, 3.75373, 0.942717, 4.72048, 1.26219, 6.55711, 3.55147, 1.74878, 3.595, 3.39539, 3.32952, 4.44229, 2.50195, 6.79148, 5.07588, 0.484924, 4.85725, 3.57853, 4.68501, 5.48299, 5.15118, 6.60022, 7.21559, 0.873689, 6.77887, 3.02333, 6.60281, 4.5568, 6.60856, 7.47684
1.36152, 0.501844, 0.476564, 3.77266, 0.941195, 4.71273, 1.24292, 6.5438, 3.56441, 1.76658, 3.61089, 3.40605, 3.33834, 4.42772, 2.5157, 6.78992, 5.07764, 0.472831, 4.85151, 3.59199, 4.6781, 5.49601, 5.15458, 6.58885, 7.22003, 0.869612, 6.77394, 3.02513, 6.59369, 4.54546, 6.59898, 7.48882
1.36954, 0.490237, 0.464192, 3.7908, 0.940062, 4.70578, 1.22387, 6.53052, 3.57736, 1.78445, 3.6272, 3.41601, 3.34705, 4.41383, 2.52922, 6.78832, 5.07942, 0.460707, 4.84551, 3.60546, 4.67125, 5.50916, 5.15793, 6.57734, 7.22442, 0.86544, 6.76901, 3.02705, 6.58458, 4.53402, 6.58938, 7.50089
1.37755, 0.478601, 0.451189, 3.8078, 0.939526, 4.70001, 1.20502, 6.51726, 3.59034, 1.80238, 3.64405, 3.42483, 3.35553, 4.40106, 2.54254, 6.78669, 5.08124, 0.44855, 4.83927, 3.61894, 4.66444, 5.52242, 5.16125, 6.56571, 7.22877, 0.861171, 6.76407, 3.02908, 6.57547, 4.52246, 6.57975, 7.51306
1.38557, 0.466936, 0.437319, 3.82328, 0.939819, 4.69577, 1.18635, 6.50403, 3.60333, 1.82038, 3.66161, 3.43201, 3.36361, 4.38992, 2.55568, 6.78502, 5.08308, 0.436357, 4.83277, 3.63243, 4.65766, 5.53573, 5.16455, 6.55401, 7.23305, 0.856801, 6.75914, 3.03123, 6.56637, 4.51078, 6.57009, 7.52532
1.39358, 0.455242, 0.422356, 3.83694, 0.941168, 4.69339, 1.16785, 6.49082, 3.61634, 1.83845, 3.68005, 3.437, 3.37111, 4.38094, 2.56864, 6.78332, 5.08496, 0.424126, 4.82604, 3.64594, 4.65088, 5.54906, 5.16786, 6.54229, 7.23729, 0.852327, 6.7542, 3.03351, 6.55727, 4.49898, 6.56041, 7.53768
1.40159, 0.443519, 0.406137, 3.84859, 0.943734, 4.69304, 1.14948, 6.47763, 3.62937, 1.8566, 3.69949, 3.43935, 3.37786, 4.37455, 2.58146, 6.7816, 5.08689, 0.411855, 4.81911, 3.65947, 4.64406, 5.5623, 5.17121, 6.53063, 7.24146, 0.847745, 6.74926, 3.03592, 6.54818, 4.48704, 6.5507, 7.55014
1.4096, 0.431767, 0.38861, 3.85825, 0.947568, 4.69472, 1.13124, 6.46444, 3.64242, 1.87483, 3.71999, 3.43886, 3.38374, 4.37095, 2.59415, 6.77986, 5.08886, 0.399542, 4.81206, 3.67304, 4.63716, 5.57537, 5.17467, 6.51915, 7.24557, 0.843053, 6.74431, 3.03848, 6.5391, 4.47497, 6.54096, 7.56271
1.4176, 0.419987, 0.369847, 3.86613, 0.952594, 4.69821, 1.11311, 6.45125, 3.65549, 1.89316, 3.74141, 3.43559, 3.38876, 4.37003, 2.60672, 6.7781, 5.09087, 0.387185, 4.805, 3.68668, 4.63007, 5.58811, 5.17831, 6.50798, 7.24962, 0.838247, 6.73936, 3.04119, 6.53003, 4.46275, 6.53121, 7.5754
1.42561, 0.408177, 0.350024, 3.87255, 0.958636, 4.70319, 1.09508, 6.43806, 3.66858, 1.91158, 3.76349, 3.42989, 3.39302, 4.37141, 2.61919, 6.77632, 5.09295, 0.37478, 4.7981, 3.70043, 4.62271, 5.60038, 5.18223, 6.49727, 7.25359, 0.833324, 6.7344, 3.04405, 6.52097, 4.45038, 6.52142, 7.58821
1.43362, 0.396339, 0.329366, 3.8779, 0.965466, 4.70929, 1.07713, 6.42486, 3.68168, 1.93012, 3.78577, 3.42218, 3.39669, 4.37456, 2.63157, 6.77453, 5.09508, 0.362324, 4.79165, 3.71436, 4.61495, 5.61198, 5.18657, 6.48722, 7.25749, 0.828282, 6.72944, 3.04708, 6.51193, 4.43784, 6.51161, 7.60114
1.44162, 0.384473, 0.308102, 3.88253, 0.97285, 4.71615, 1.05926, 6.41164, 3.69481, 1.94877, 3.80769, 3.41285, 3.39997, 4.37895, 2.64387, 6.77272, 5.09728, 0.349815, 4.786, 3.72861, 4.60664, 5.62274, 5.19144, 6.478, 7.26131, 0.823118, 6.72446, 3.05029, 6.5029, 4.42514, 6.50178, 7.6142
1.44963, 0.372578, 0.286435, 3.88671, 0.980585, 4.7235, 1.04146, 6.3984, 3.70797, 1.96756, 3.82865, 3.40219, 3.40303, 4.38413, 2.6561, 6.7709, 5.09956, 0.337249, 4.78159, 3.74335, 4.59766, 5.63248, 5.19701, 6.46979, 7.26505, 0.817827, 6.71949, 3.05369, 6.49388, 4.41225, 6.49191, 7.62739
1.45763, 0.360655, 0.264526, 3.89067, 0.988504, 4.73112, 1.02371, 6.38513, 3.72115, 1.98651, 3.848, 3.39029, 3.40602, 4.38976, 2.66827, 6.76908, 5.10192, 0.324623, 4.77891, 3.75879, 4.58787, 5.64109, 5.20337, 6.4627, 7.26871, 0.812409, 6.7145, 3.05728, 6.48489, 4.39918, 6.48202, 7.64073
1.46563, 0.348704, 0.242496, 3.89455, 0.996482, 4.73887, 1.00603, 6.37182, 3.73435, 2.00562, 3.86526, 3.37717, 3.40906, 4.39558, 2.68039, 6.76724, 5.10437, 0.311932, 4.77834, 3.77517, 4.57719, 5.64849, 5.21062, 6.45681, 7.27227, 0.806859, 6.7095, 3.06107, 6.47592, 4.3859, 6.4721, 7.6542
1.47364, 0.336725, 0.22043, 3.89846, 1.00443, 4.74666, 0.988387, 6.35847, 3.74759, 2.02492, 3.88014, 3.3628, 3.41221, 4.40143, 2.69246, 6.7654, 5.10692, 0.299173, 4.78008, 3.79265, 4.56562, 5.65472, 5.21876, 6.45207, 7.27573, 0.801176, 6.7045, 3.06509, 6.46697, 4.37242, 6.46213, 7.66783
1.48164, 0.324718, 0.198383, 3.90246, 1.01229, 4.75442, 0.970793, 6.34507, 3.76086, 2.04443, 3.8927, 3.34723, 3.41553, 4.4072, 2.70449, 6.76355, 5.10958, 0.286341, 4.78403, 3.81129, 4.55319, 5.65988, 5.22775, 6.44839, 7.2791, 0.795356, 6.69948, 3.06933, 6.45805, 4.35872, 6.45213, 7.68161
1.48965, 0.312684, 0.17639, 3.90658, 1.02001, 4.76212, 0.953239, 6.33161, 3.77416, 2.06417, 3.90324, 3.33058, 3.41906, 4.41282, 2.71648, 6.76169, 5.11236, 0.273433, 4.78985, 3.83101, 4.54, 5.66412, 5.23749, 6.44562, 7.28236, 0.789398, 6.69446, 3.07381, 6.44916, 4.34479, 6.44209, 7.69555
1.49765, 0.300622, 0.154469, 3.91086, 1.02758, 4.76975, 0.935724, 6.31808, 3.7875, 2.08416, 3.91221, 3.31306, 3.42283, 4.41826, 2.72844, 6.75983, 5.11527, 0.260443, 4.79708, 3.85163, 4.52617, 5.66763, 5.24786, 6.44357, 7.2855, 0.783298, 6.68942, 3.07854, 6.4403, 4.33063, 6.43199, 7.70965
1.50566, 0.288532, 0.132628, 3.91528, 1.03498, 4.77731, 0.918246, 6.30447, 3.80088, 2.10439, 3.92007, 3.29492, 3.42683, 4.42348, 2.74038, 6.75797, 5.11832, 0.247367, 4.80524, 3.87294, 4.51186, 5.67058, 5.25871, 6.44206, 7.28853, 0.777057, 6.68438, 3.08353, 6.43147, 4.31621, 6.42183, 7.72391
1.51367, 0.276415, 0.110866, 3.91985, 1.0422, 4.78481, 0.900804, 6.29078, 3.81429, 2.12486, 3.92724, 3.2764, 3.43108, 4.42849, 2.75229, 6.7561, 5.12153, 0.2342, 4.81393, 3.8947, 4.49719, 5.67312, 5.26989, 6.44094, 7.29144, 0.77067, 6.67932, 3.08878, 6.42266, 4.30155, 6.41161, 7.73835
1.52168, 0.264271, 0.0891764, 3.92456, 1.04924, 4.79225, 0.883397, 6.277, 3.82773, 2.14548, 3.93401, 3.25775, 3.43558, 4.43329, 2.76418, 6.75423, 5.12491, 0.220938, 4.82285, 3.91675, 4.48229, 5.6754, 5.28128, 6.44006, 7.29422, 0.764138, 6.67424, 3.0943, 6.41389, 4.28663, 6.40132, 7.75295
1.52969, 0.252099, 0.067548, 3.9294, 1.05611, 4.79967, 0.866026, 6.26311, 3.84117, 2.16608, 3.94061, 3.2393, 3.44034, 4.43788, 2.77605, 6.75235, 5.12848, 0.207577, 4.83181, 3.93893, 4.46727, 5.67752, 5.29278, 6.43933, 7.29687, 0.757458, 6.66917, 3.10009, 6.40514, 4.27147, 6.39095, 7.76774
1.53771, 0.239901, 0.0459681, 3.93437, 1.0628, 4.80707, 0.848691, 6.24911, 3.85459, 2.18632, 3.94721, 3.22148, 3.44534, 4.44228, 2.78792, 6.75047, 5.13225, 0.194114, 4.84069, 3.96116, 4.45219, 5.67955, 5.3043, 6.43866, 7.29938, 0.75063, 6.66408, 3.10613, 6.3964, 4.25607, 6.38049, 7.7827
1.54573, 0.227675, 0.0244215, 3.93944, 1.06933, 4.81447, 0.831395, 6.23499, 3.86793, 2.20549, 3.95394, 3.20503, 3.45059, 4.44651, 2.79977, 6.74858, 5.13622, 0.180544, 4.84941, 3.98338, 4.43713, 5.68154, 5.31577, 6.43801, 7.30174, 0.743652, 6.659, 3.11241, 6.38769, 4.24045, 6.36994, 7.79783
1.55375, 0.215423, 0.00289203, 3.94461, 1.07569, 4.82189, 0.814138, 6.22074, 3.88108, 2.22244, 3.96095, 3.19116, 3.45609, 4.45058, 2.81161, 6.74668, 5.14043, 0.166868, 4.85794, 4.00554, 4.42213, 5.68353, 5.32716, 6.43733, 7.30396, 0.736525, 6.65393, 3.11888, 6.37896, 4.22467, 6.35928, 7.81314
1.56178, 0.203143, 7.98136, 3.94986, 1.08189, 4.82935, 0.796925, 6.20635, 3.89391, 2.2354, 3.9684, 3.18162, 3.46184, 4.45449, 2.82346, 6.74478, 5.14486, 0.153083, 4.86627, 4.02763, 4.40722, 5.68553, 5.33842, 6.4366, 7.30602, 0.729249, 6.6489, 3.12548, 6.37022, 4.20879, 6.34852, 7.82863
1.56982, 0.190837, 7.95982, 3.95518, 1.08794, 4.83687, 0.779758, 6.19181, 3.90629, 2.2424, 3.97643, 3.17841, 3.46783, 4.45828, 2.8353, 6.74288, 5.14954, 0.139192, 4.87442, 4.04964, 4.39242, 5.68756, 5.34953, 6.43582, 7.30791, 0.721823, 6.64393, 3.1321, 6.36142, 4.19292, 6.33766, 7.84429
1.57786, 0.178505, 7.93823, 3.96056, 1.09384, 4.84447, 0.762641, 6.17711, 3.91813, 2.24224, 3.9851, 3.18272, 3.47408, 4.46194, 2.84714, 6.74096, 5.15445, 0.125196, 4.88237, 4.07156, 4.37774, 5.68962, 5.36048, 6.43498, 7.30965, 0.714249, 6.63906, 3.13862, 6.35253, 4.17719, 6.32671, 7.8601
