t, T, Ekin, Epot, vS.x, vS.y
100, 97.6796, 6153.82, 136.384, -3.47777e-14, 4.38538e-15
100.001, 97.7738, 6159.75, 130.24, -3.46667e-14, 4.4964e-15
100.002, 97.8208, 6162.71, 127.064, -3.5083e-14, 4.94049e-15
100.003, 97.7763, 6159.91, 129.686, -3.48055e-14, 4.66294e-15
100.004, 97.6046, 6149.09, 140.374, -3.5083e-14, 4.44089e-15
100.005, 97.2865, 6129.05, 160.377, -3.49443e-14, 4.77396e-15
100.006, 96.8312, 6100.37, 189.201, -3.50275e-14, 4.77396e-15
100.007, 96.2918, 6066.38, 223.564, -3.49165e-14, 4.44089e-15
100.008, 95.7752, 6033.83, 256.672, -3.475e-14, 4.55191e-15
100.009, 95.4197, 6011.44, 279.51, -3.45279e-14, 5.05151e-15
100.01, 95.3283, 6005.68, 285.244, -3.49165e-14, 4.82947e-15
100.011, 95.4978, 6016.36, 274.056, -3.45002e-14, 4.60743e-15
100.012, 95.8164, 6036.44, 253.328, -3.44308e-14, 4.4964e-15
100.013, 96.1328, 6056.37, 232.919, -3.44585e-14, 4.55191e-15
100.014, 96.3276, 6068.64, 220.445, -3.47361e-14, 4.94049e-15
100.015, 96.3465, 6069.83, 219.335, -3.48471e-14, 4.88498e-15
100.016, 96.2058, 6060.96, 228.56, -3.48749e-14, 4.66294e-15
100.017, 95.9868, 6047.17, 242.891, -3.42226e-14, 4.94049e-15
100.018, 95.8056, 6035.75, 254.715, -3.43545e-14, 4.996e-15
100.019, 95.7484, 6032.15, 258.315, -3.4403e-14, 5.32907e-15
100.02, 95.8159, 6036.4, 253.711, -3.43059e-14, 4.82947e-15
100.021, 95.9374, 6044.06, 245.723, -3.42781e-14, 4.71845e-15
100.022, 96.0389, 6050.45, 239.253, -3.42504e-14, 4.77396e-15
100.023, 96.0978, 6054.16, 235.73, -3.41949e-14, 4.66294e-15
100.024, 96.1464, 6057.22, 232.955, -3.40561e-14, 4.77396e-15
100.025, 96.2398, 6063.11, 227.265, -3.45557e-14, 4.88498e-15
100.026, 96.4149, 6074.14, 216.226, -3.42226e-14, 4.82947e-15
100.027, 96.6679, 6090.08, 200.134, -3.45002e-14, 4.71845e-15
