S,R,Z,Psi
1.59,0.0158999,5.1277e-05,0.00397496
1.6,0.0159999,5.17995e-05,0.00399996
1.61,0.0160999,5.23245e-05,0.00402496
1.62,0.0161999,5.2852e-05,0.00404996
1.63,0.0162999,5.3382e-05,0.00407496
1.64,0.0163999,5.39145e-05,0.00409996
1.65,0.0164999,5.44495e-05,0.00412496
1.66,0.0165999,5.49869e-05,0.00414996
1.67,0.0166999,5.55269e-05,0.00417496
1.68,0.0167999,5.60694e-05,0.00419996
1.69,0.0168999,5.66144e-05,0.00422496
1.7,0.0169999,5.71619e-05,0.00424996
1.71,0.0170999,5.77119e-05,0.00427496
1.72,0.0171999,5.82644e-05,0.00429995
1.73,0.0172999,5.88194e-05,0.00432495
1.74,0.0173999,5.93769e-05,0.00434995
1.75,0.0174999,5.99369e-05,0.00437495
1.76,0.0175999,6.04993e-05,0.00439995
1.77,0.0176999,6.10643e-05,0.00442495
1.78,0.0177999,6.16318e-05,0.00444995
1.79,0.0178999,6.22018e-05,0.00447495
1.8,0.0179999,6.27743e-05,0.00449995
1.81,0.0180999,6.33493e-05,0.00452495
1.82,0.0181999,6.39268e-05,0.00454995
1.83,0.0182999,6.45068e-05,0.00457495
1.84,0.0183999,6.50893e-05,0.00459995
1.85,0.0184999,6.56742e-05,0.00462495
1.86,0.0185999,6.62617e-05,0.00464995
1.87,0.0186999,6.68517e-05,0.00467495
1.88,0.0187999,6.74442e-05,0.00469994
1.89,0.0188999,6.80392e-05,0.00472494
1.9,0.0189999,6.86367e-05,0.00474994
1.91,0.0190999,6.92367e-05,0.00477494
1.92,0.0191998,6.98392e-05,0.00479994
1.93,0.0192998,7.04441e-05,0.00482494
1.94,0.0193998,7.10516e-05,0.00484994
1.95,0.0194998,7.16616e-05,0.00487494
1.96,0.0195998,7.22741e-05,0.00489994
1.97,0.0196998,7.28891e-05,0.00492494
1.98,0.0197998,7.35066e-05,0.00494994
1.99,0.0198998,7.41266e-05,0.00497494
2,0.0199998,7.47491e-05,0.00499994
2.01,0.0200998,7.5374e-05,0.00502494
2.02,0.0201998,7.60015e-05,0.00504993
2.03,0.0202998,7.66315e-05,0.00507493
2.04,0.0203998,7.7264e-05,0.00509993
2.05,0.0204998,7.7899e-05,0.00512493
2.06,0.0205998,7.85365e-05,0.00514993
2.07,0.0206998,7.91765e-05,0.00517493
2.08,0.0207998,7.98189e-05,0.00519993
2.09,0.0208998,8.04639e-05,0.00522493
2.1,0.0209998,8.11114e-05,0.00524993
2.11,0.0210998,8.17614e-05,0.00527493
2.12,0.0211998,8.24139e-05,0.00529993
2.13,0.0212998,8.30689e-05,0.00532493
2.14,0.0213998,8.37263e-05,0.00534993
2.15,0.0214998,8.43863e-05,0.00537492
2.16,0.0215998,8.50488e-05,0.00539992
2.17,0.0216998,8.57138e-05,0.00542492
2.18,0.0217998,8.63813e-05,0.00544992
2.19,0.0218998,8.70513e-05,0.00547492
2.2,0.0219998,8.77237e-05,0.00549992
2.21,0.0220998,8.83987e-05,0.00552492
2.22,0.0221998,8.90762e-05,0.00554992
2.23,0.0222998,8.97562e-05,0.00557492
2.24,0.0223998,9.04387e-05,0.00559992
2.25,0.0224998,9.11237e-05,0.00562492
2.26,0.0225998,9.18111e-05,0.00564992
2.27,0.0226998,9.25011e-05,0.00567491
2.28,0.0227998,9.31936e-05,0.00569991
2.29,0.0228998,9.38886e-05,0.00572491
2.3,0.0229998,9.45861e-05,0.00574991
2.31,0.0230998,9.5286e-05,0.00577491
2.32,0.0231998,9.59885e-05,0.00579991
2.33,0.0232998,9.66935e-05,0.00582491
2.34,0.0233998,9.7401e-05,0.00584991
2.35,0.0234998,9.8111e-05,0.00587491
2.36,0.0235998,9.88234e-05,0.00589991
2.37,0.0236998,9.95384e-05,0.00592491
2.38,0.0237997,0.000100256,0.0059499
2.39,0.0238997,0.000100976,0.0059749
2.4,0.0239997,0.000101698,0.0059999
2.41,0.0240997,0.000102423,0.0060249
2.42,0.0241997,0.000103151,0.0060499
2.43,0.0242997,0.000103881,0.0060749
2.44,0.0243997,0.000104613,0.0060999
2.45,0.0244997,0.000105348,0.0061249
2.46,0.0245997,0.000106086,0.0061499
2.47,0.0246997,0.000106826,0.0061749
2.48,0.0247997,0.000107568,0.00619989
2.49,0.0248997,0.000108313,0.00622489
2.5,0.0249997,0.000109061,0.00624989
2.51,0.0250997,0.000109811,0.00627489
2.52,0.0251997,0.000110563,0.00629989
2.53,0.0252997,0.000111318,0.00632489
2.54,0.0253997,0.000112076,0.00634989
2.55,0.0254997,0.000112836,0.00637489
2.56,0.0255997,0.000113598,0.00639989
2.57,0.0256997,0.000114363,0.00642488
2.58,0.0257997,0.00011513,0.00644988
2.59,0.0258997,0.0001159,0.00647488
2.6,0.0259997,0.000116673,0.00649988
2.61,0.0260997,0.000117448,0.00652488
2.62,0.0261997,0.000118225,0.00654988
2.63,0.0262997,0.000119005,0.00657488
2.64,0.0263997,0.000119788,0.00659988
2.65,0.0264997,0.000120573,0.00662488
2.66,0.0265997,0.00012136,0.00664987
2.67,0.0266997,0.00012215,0.00667487
2.68,0.0267997,0.000122943,0.00669987
2.69,0.0268997,0.000123738,0.00672487
2.7,0.0269997,0.000124535,0.00674987
2.71,0.0270997,0.000125335,0.00677487
2.72,0.0271996,0.000126138,0.00679987
2.73,0.0272996,0.000126943,0.00682487
2.74,0.0273996,0.00012775,0.00684987
2.75,0.0274996,0.00012856,0.00687486
2.76,0.0275996,0.000129372,0.00689986
2.77,0.0276996,0.000130187,0.00692486
2.78,0.0277996,0.000131005,0.00694986
2.79,0.0278996,0.000131825,0.00697486
2.8,0.0279996,0.000132647,0.00699986
2.81,0.0280996,0.000133472,0.00702486
2.82,0.0281996,0.0001343,0.00704986
2.83,0.0282996,0.00013513,0.00707485
2.84,0.0283996,0.000135962,0.00709985
2.85,0.0284996,0.000136797,0.00712485
2.86,0.0285996,0.000137635,0.00714985
2.87,0.0286996,0.000138475,0.00717485
2.88,0.0287996,0.000139317,0.00719985
2.89,0.0288996,0.000140162,0.00722485
2.9,0.0289996,0.00014101,0.00724985
2.91,0.0290996,0.00014186,0.00727484
2.92,0.0291996,0.000142712,0.00729984
2.93,0.0292996,0.000143567,0.00732484
2.94,0.0293996,0.000144424,0.00734984
2.95,0.0294996,0.000145284,0.00737484
2.96,0.0295996,0.000146147,0.00739984
2.97,0.0296996,0.000147012,0.00742484
2.98,0.0297996,0.000147879,0.00744983
2.99,0.0298996,0.000148749,0.00747483
3,0.0299995,0.000149622,0.00749983
3.01,0.0300995,0.000150497,0.00752483
3.02,0.0301995,0.000151374,0.00754983
3.03,0.0302995,0.000152254,0.00757483
3.04,0.0303995,0.000153137,0.00759983
3.05,0.0304995,0.000154022,0.00762483
3.06,0.0305995,0.000154909,0.00764982
3.07,0.0306995,0.000155799,0.00767482
3.08,0.0307995,0.000156691,0.00769982
3.09,0.0308995,0.000157586,0.00772482
3.1,0.0309995,0.000158484,0.00774982
3.11,0.0310995,0.000159384,0.00777482
3.12,0.0311995,0.000160286,0.00779982
3.13,0.0312995,0.000161191,0.00782481
3.14,0.0313995,0.000162099,0.00784981
3.15,0.0314995,0.000163009,0.00787481
3.16,0.0315995,0.000163921,0.00789981
3.17,0.0316995,0.000164836,0.00792481
3.18,0.0317995,0.000165754,0.00794981
3.19,0.0318995,0.000166674,0.0079748
3.2,0.0319995,0.000167596,0.0079998
3.21,0.0320995,0.000168521,0.0080248
3.22,0.0321995,0.000169448,0.0080498
3.23,0.0322995,0.000170378,0.0080748
3.24,0.0323995,0.000171311,0.0080998
3.25,0.0324994,0.000172246,0.0081248
3.26,0.0325994,0.000173183,0.00814979
3.27,0.0326994,0.000174123,0.00817479
3.28,0.0327994,0.000175066,0.00819979
3.29,0.0328994,0.000176011,0.00822479
3.3,0.0329994,0.000176958,0.00824979
3.31,0.0330994,0.000177908,0.00827479
3.32,0.0331994,0.00017886,0.00829978
3.33,0.0332994,0.000179815,0.00832478
3.34,0.0333994,0.000180773,0.00834978
3.35,0.0334994,0.000181733,0.00837478
3.36,0.0335994,0.000182695,0.00839978
3.37,0.0336994,0.00018366,0.00842478
3.38,0.0337994,0.000184628,0.00844977
3.39,0.0338994,0.000185598,0.00847477
3.4,0.0339994,0.00018657,0.00849977
3.41,0.0340994,0.000187545,0.00852477
3.42,0.0341994,0.000188523,0.00854977
3.43,0.0342994,0.000189502,0.00857477
3.44,0.0343994,0.000190485,0.00859976
3.45,0.0344994,0.00019147,0.00862476
3.46,0.0345993,0.000192457,0.00864976
3.47,0.0346993,0.000193447,0.00867476
3.48,0.0347993,0.00019444,0.00869976
3.49,0.0348993,0.000195435,0.00872476
3.5,0.0349993,0.000196432,0.00874975
3.51,0.0350993,0.000197432,0.00877475
3.52,0.0351993,0.000198435,0.00879975
3.53,0.0352993,0.00019944,0.00882475
3.54,0.0353993,0.000200447,0.00884975
3.55,0.0354993,0.000201457,0.00887474
3.56,0.0355993,0.000202469,0.00889974
3.57,0.0356993,0.000203484,0.00892474
3.58,0.0357993,0.000204502,0.00894974
3.59,0.0358993,0.000205522,0.00897474
3.6,0.0359993,0.000206544,0.00899974
3.61,0.0360993,0.000207569,0.00902473
3.62,0.0361993,0.000208597,0.00904973
3.63,0.0362993,0.000209626,0.00907473
3.64,0.0363993,0.000210659,0.00909973
3.65,0.0364992,0.000211694,0.00912473
3.66,0.0365992,0.000212731,0.00914972
3.67,0.0366992,0.000213771,0.00917472
3.68,0.0367992,0.000214814,0.00919972
3.69,0.0368992,0.000215859,0.00922472
3.7,0.0369992,0.000216906,0.00924972
3.71,0.0370992,0.000217956,0.00927472
3.72,0.0371992,0.000219008,0.00929971
3.73,0.0372992,0.000220063,0.00932471
3.74,0.0373992,0.000221121,0.00934971
3.75,0.0374992,0.000222181,0.00937471
3.76,0.0375992,0.000223243,0.00939971
3.77,0.0376992,0.000224308,0.0094247
3.78,0.0377992,0.000225376,0.0094497
3.79,0.0378992,0.000226446,0.0094747
3.8,0.0379992,0.000227518,0.0094997
3.81,0.0380992,0.000228593,0.0095247
3.82,0.0381992,0.00022967,0.00954969
3.83,0.0382991,0.00023075,0.00957469
3.84,0.0383991,0.000231833,0.00959969
3.85,0.0384991,0.000232918,0.00962469
3.86,0.0385991,0.000234005,0.00964968
3.87,0.0386991,0.000235095,0.00967468
3.88,0.0387991,0.000236188,0.00969968
3.89,0.0388991,0.000237282,0.00972468
3.9,0.0389991,0.00023838,0.00974968
3.91,0.0390991,0.00023948,0.00977467
3.92,0.0391991,0.000240582,0.00979967
3.93,0.0392991,0.000241687,0.00982467
3.94,0.0393991,0.000242795,0.00984967
3.95,0.0394991,0.000243905,0.00987467
3.96,0.0395991,0.000245017,0.00989966
3.97,0.0396991,0.000246132,0.00992466
3.98,0.0397991,0.000247249,0.00994966
3.99,0.0398991,0.000248369,0.00997466
4,0.039999,0.000249492,0.00999965
4.01,0.040099,0.000250617,0.0100247
4.02,0.040199,0.000251744,0.0100497
4.03,0.040299,0.000252874,0.0100746
4.04,0.040399,0.000254006,0.0100996
4.05,0.040499,0.000255141,0.0101246
4.06,0.040599,0.000256279,0.0101496
4.07,0.040699,0.000257419,0.0101746
4.08,0.040799,0.000258561,0.0101996
4.09,0.040899,0.000259706,0.0102246
4.1,0.040999,0.000260854,0.0102496
4.11,0.041099,0.000262003,0.0102746
4.12,0.041199,0.000263156,0.0102996
4.13,0.041299,0.000264311,0.0103246
4.14,0.041399,0.000265468,0.0103496
4.15,0.0414989,0.000266628,0.0103746
4.16,0.0415989,0.000267791,0.0103996
4.17,0.0416989,0.000268955,0.0104246
4.18,0.0417989,0.000270123,0.0104496
4.19,0.0418989,0.000271293,0.0104746
4.2,0.0419989,0.000272465,0.0104996
4.21,0.0420989,0.00027364,0.0105246
4.22,0.0421989,0.000274818,0.0105496
4.23,0.0422989,0.000275998,0.0105746
4.24,0.0423989,0.00027718,0.0105996
4.25,0.0424989,0.000278365,0.0106246
4.26,0.0425989,0.000279552,0.0106496
4.27,0.0426989,0.000280742,0.0106746
4.28,0.0427989,0.000281935,0.0106996
4.29,0.0428988,0.00028313,0.0107246
4.3,0.0429988,0.000284327,0.0107496
4.31,0.0430988,0.000285527,0.0107746
4.32,0.0431988,0.000286729,0.0107996
4.33,0.0432988,0.000287934,0.0108246
4.34,0.0433988,0.000289142,0.0108496
4.35,0.0434988,0.000290352,0.0108746
4.36,0.0435988,0.000291564,0.0108996
4.37,0.0436988,0.000292779,0.0109246
4.38,0.0437988,0.000293996,0.0109496
4.39,0.0438988,0.000295216,0.0109746
4.4,0.0439988,0.000296439,0.0109996
4.41,0.0440988,0.000297664,0.0110246
4.42,0.0441988,0.000298891,0.0110496
4.43,0.0442987,0.000300121,0.0110746
4.44,0.0443987,0.000301353,0.0110995
4.45,0.0444987,0.000302588,0.0111245
4.46,0.0445987,0.000303826,0.0111495
4.47,0.0446987,0.000305065,0.0111745
4.48,0.0447987,0.000306308,0.0111995
4.49,0.0448987,0.000307553,0.0112245
4.5,0.0449987,0.0003088,0.0112495
4.51,0.0450987,0.00031005,0.0112745
4.52,0.0451987,0.000311303,0.0112995
4.53,0.0452987,0.000312557,0.0113245
4.54,0.0453987,0.000313815,0.0113495
4.55,0.0454987,0.000315075,0.0113745
4.56,0.0455986,0.000316337,0.0113995
4.57,0.0456986,0.000317602,0.0114245
4.58,0.0457986,0.000318869,0.0114495
4.59,0.0458986,0.000320139,0.0114745
4.6,0.0459986,0.000321412,0.0114995
4.61,0.0460986,0.000322687,0.0115245
4.62,0.0461986,0.000323964,0.0115495
4.63,0.0462986,0.000325244,0.0115745
4.64,0.0463986,0.000326526,0.0115995
4.65,0.0464986,0.000327811,0.0116245
4.66,0.0465986,0.000329099,0.0116495
4.67,0.0466986,0.000330389,0.0116745
4.68,0.0467985,0.000331681,0.0116995
4.69,0.0468985,0.000332976,0.0117245
4.7,0.0469985,0.000334273,0.0117495
4.71,0.0470985,0.000335573,0.0117745
4.72,0.0471985,0.000336876,0.0117995
4.73,0.0472985,0.00033818,0.0118245
4.74,0.0473985,0.000339488,0.0118495
4.75,0.0474985,0.000340798,0.0118745
4.76,0.0475985,0.00034211,0.0118995
4.77,0.0476985,0.000343425,0.0119245
4.78,0.0477985,0.000344742,0.0119495
4.79,0.0478985,0.000346062,0.0119745
4.8,0.0479984,0.000347385,0.0119994
4.81,0.0480984,0.00034871,0.0120244
4.82,0.0481984,0.000350037,0.0120494
4.83,0.0482984,0.000351367,0.0120744
4.84,0.0483984,0.000352699,0.0120994
4.85,0.0484984,0.000354034,0.0121244
4.86,0.0485984,0.000355372,0.0121494
4.87,0.0486984,0.000356711,0.0121744
4.88,0.0487984,0.000358054,0.0121994
4.89,0.0488984,0.000359399,0.0122244
4.9,0.0489984,0.000360746,0.0122494
4.91,0.0490983,0.000362096,0.0122744
4.92,0.0491983,0.000363448,0.0122994
4.93,0.0492983,0.000364803,0.0123244
4.94,0.0493983,0.000366161,0.0123494
4.95,0.0494983,0.000367521,0.0123744
4.96,0.0495983,0.000368883,0.0123994
4.97,0.0496983,0.000370248,0.0124244
4.98,0.0497983,0.000371615,0.0124494
4.99,0.0498983,0.000372985,0.0124744
5,0.0499983,0.000374357,0.0124994
5.01,0.0500983,0.000375732,0.0125244
5.02,0.0501982,0.00037711,0.0125494
5.03,0.0502982,0.00037849,0.0125744
5.04,0.0503982,0.000379872,0.0125994
5.05,0.0504982,0.000381257,0.0126244
5.06,0.0505982,0.000382644,0.0126494
5.07,0.0506982,0.000384034,0.0126744
5.08,0.0507982,0.000385426,0.0126994
5.09,0.0508982,0.000386821,0.0127244
5.1,0.0509982,0.000388219,0.0127494
5.11,0.0510982,0.000389619,0.0127743
5.12,0.0511981,0.000391021,0.0127993
5.13,0.0512981,0.000392426,0.0128243
5.14,0.0513981,0.000393833,0.0128493
5.15,0.0514981,0.000395243,0.0128743
5.16,0.0515981,0.000396655,0.0128993
5.17,0.0516981,0.00039807,0.0129243
5.18,0.0517981,0.000399488,0.0129493
5.19,0.0518981,0.000400908,0.0129743
5.2,0.0519981,0.00040233,0.0129993
5.21,0.0520981,0.000403755,0.0130243
5.22,0.052198,0.000405182,0.0130493
5.23,0.052298,0.000406612,0.0130743
5.24,0.052398,0.000408044,0.0130993
5.25,0.052498,0.000409479,0.0131243
5.26,0.052598,0.000410917,0.0131493
5.27,0.052698,0.000412356,0.0131743
5.28,0.052798,0.000413799,0.0131993
5.29,0.052898,0.000415244,0.0132243
5.3,0.052998,0.000416691,0.0132493
5.31,0.0530979,0.000418141,0.0132743
5.32,0.0531979,0.000419593,0.0132993
5.33,0.0532979,0.000421048,0.0133243
5.34,0.0533979,0.000422505,0.0133493
5.35,0.0534979,0.000423965,0.0133743
5.36,0.0535979,0.000425428,0.0133993
5.37,0.0536979,0.000426893,0.0134243
5.38,0.0537979,0.00042836,0.0134493
5.39,0.0538979,0.00042983,0.0134743
5.4,0.0539979,0.000431302,0.0134992
5.41,0.0540978,0.000432777,0.0135242
5.42,0.0541978,0.000434254,0.0135492
5.43,0.0542978,0.000435734,0.0135742
5.44,0.0543978,0.000437217,0.0135992
5.45,0.0544978,0.000438701,0.0136242
5.46,0.0545978,0.000440189,0.0136492
5.47,0.0546978,0.000441679,0.0136742
5.48,0.0547978,0.000443171,0.0136992
5.49,0.0548978,0.000444666,0.0137242
5.5,0.0549977,0.000446163,0.0137492
5.51,0.0550977,0.000447663,0.0137742
5.52,0.0551977,0.000449165,0.0137992
5.53,0.0552977,0.00045067,0.0138242
5.54,0.0553977,0.000452178,0.0138492
5.55,0.0554977,0.000453687,0.0138742
5.56,0.0555977,0.0004552,0.0138992
5.57,0.0556977,0.000456715,0.0139242
5.58,0.0557977,0.000458232,0.0139492
5.59,0.0558976,0.000459752,0.0139742
5.6,0.0559976,0.000461274,0.0139992
5.61,0.0560976,0.000462799,0.0140242
5.62,0.0561976,0.000464326,0.0140492
5.63,0.0562976,0.000465856,0.0140742
5.64,0.0563976,0.000467388,0.0140992
5.65,0.0564976,0.000468923,0.0141242
5.66,0.0565976,0.000470461,0.0141491
5.67,0.0566975,0.000472,0.0141741
5.68,0.0567975,0.000473543,0.0141991
5.69,0.0568975,0.000475088,0.0142241
5.7,0.0569975,0.000476635,0.0142491
5.71,0.0570975,0.000478185,0.0142741
5.72,0.0571975,0.000479737,0.0142991
5.73,0.0572975,0.000481292,0.0143241
5.74,0.0573975,0.000482849,0.0143491
5.75,0.0574974,0.000484409,0.0143741
5.76,0.0575974,0.000485971,0.0143991
5.77,0.0576974,0.000487536,0.0144241
5.78,0.0577974,0.000489104,0.0144491
5.79,0.0578974,0.000490673,0.0144741
5.8,0.0579974,0.000492246,0.0144991
5.81,0.0580974,0.000493821,0.0145241
5.82,0.0581974,0.000495398,0.0145491
5.83,0.0582974,0.000496978,0.0145741
5.84,0.0583973,0.00049856,0.0145991
5.85,0.0584973,0.000500145,0.0146241
5.86,0.0585973,0.000501732,0.0146491
5.87,0.0586973,0.000503322,0.0146741
5.88,0.0587973,0.000504914,0.0146991
5.89,0.0588973,0.000506509,0.0147241
5.9,0.0589973,0.000508106,0.014749
5.91,0.0590972,0.000509706,0.014774
5.92,0.0591972,0.000511309,0.014799
5.93,0.0592972,0.000512913,0.014824
5.94,0.0593972,0.000514521,0.014849
5.95,0.0594972,0.00051613,0.014874
5.96,0.0595972,0.000517743,0.014899
5.97,0.0596972,0.000519358,0.014924
5.98,0.0597972,0.000520975,0.014949
5.99,0.0598971,0.000522595,0.014974
6,0.0599971,0.000524217,0.014999
6.01,0.0600971,0.000525842,0.015024
6.02,0.0601971,0.000527469,0.015049
6.03,0.0602971,0.000529099,0.015074
6.04,0.0603971,0.000530731,0.015099
6.05,0.0604971,0.000532366,0.015124
6.06,0.0605971,0.000534003,0.015149
6.07,0.060697,0.000535643,0.015174
6.08,0.060797,0.000537285,0.015199
6.09,0.060897,0.00053893,0.015224
6.1,0.060997,0.000540578,0.015249
6.11,0.061097,0.000542227,0.015274
6.12,0.061197,0.00054388,0.015299
6.13,0.061297,0.000545534,0.0153239
6.14,0.0613969,0.000547192,0.0153489
6.15,0.0614969,0.000548852,0.0153739
6.16,0.0615969,0.000550514,0.0153989
6.17,0.0616969,0.000552179,0.0154239
6.18,0.0617969,0.000553846,0.0154489
6.19,0.0618969,0.000555516,0.0154739
