S,R,Z,Psi
1.52,0.0151968,0.000286105,0.0227992
1.53,0.0152968,0.000289134,0.0229492
1.54,0.0153967,0.000292178,0.0230992
1.55,0.0154967,0.000295238,0.0232491
1.56,0.0155966,0.000298312,0.0233991
1.57,0.0156966,0.000301401,0.0235491
1.58,0.0157965,0.000304506,0.0236991
1.59,0.0158965,0.000307625,0.0238491
1.6,0.0159964,0.000310759,0.0239991
1.61,0.0160964,0.000313909,0.0241491
1.62,0.0161963,0.000317073,0.0242991
1.63,0.0162963,0.000320252,0.024449
1.64,0.0163962,0.000323446,0.024599
1.65,0.0164962,0.000326656,0.024749
1.66,0.0165961,0.00032988,0.024899
1.67,0.0166961,0.000333119,0.025049
1.68,0.016796,0.000336373,0.025199
1.69,0.016896,0.000339643,0.025349
1.7,0.0169959,0.000342927,0.025499
1.71,0.0170959,0.000346226,0.0256489
1.72,0.0171958,0.00034954,0.0257989
1.73,0.0172958,0.000352869,0.0259489
1.74,0.0173957,0.000356213,0.0260989
1.75,0.0174956,0.000359573,0.0262489
1.76,0.0175956,0.000362947,0.0263989
1.77,0.0176955,0.000366336,0.0265489
1.78,0.0177955,0.00036974,0.0266989
1.79,0.0178954,0.000373159,0.0268488
1.8,0.0179953,0.000376593,0.0269988
1.81,0.0180953,0.000380042,0.0271488
1.82,0.0181952,0.000383506,0.0272988
1.83,0.0182952,0.000386985,0.0274488
1.84,0.0183951,0.00039048,0.0275988
1.85,0.018495,0.000393989,0.0277488
1.86,0.018595,0.000397513,0.0278987
1.87,0.0186949,0.000401052,0.0280487
1.88,0.0187948,0.000404606,0.0281987
1.89,0.0188948,0.000408175,0.0283487
1.9,0.0189947,0.000411759,0.0284987
1.91,0.0190947,0.000415358,0.0286487
1.92,0.0191946,0.000418972,0.0287987
1.93,0.0192945,0.000422601,0.0289486
1.94,0.0193945,0.000426244,0.0290986
1.95,0.0194944,0.000429903,0.0292486
1.96,0.0195943,0.000433577,0.0293986
1.97,0.0196942,0.000437266,0.0295486
1.98,0.0197942,0.00044097,0.0296986
1.99,0.0198941,0.000444689,0.0298486
2,0.019994,0.000448423,0.0299985
2.01,0.020094,0.000452172,0.0301485
2.02,0.0201939,0.000455936,0.0302985
2.03,0.0202938,0.000459714,0.0304485
2.04,0.0203937,0.000463508,0.0305985
2.05,0.0204937,0.000467317,0.0307485
2.06,0.0205936,0.000471141,0.0308984
2.07,0.0206935,0.00047498,0.0310484
2.08,0.0207934,0.000478833,0.0311984
2.09,0.0208934,0.000482702,0.0313484
2.1,0.0209933,0.000486586,0.0314984
2.11,0.0210932,0.000490485,0.0316484
2.12,0.0211931,0.000494398,0.0317984
2.13,0.0212931,0.000498327,0.0319483
2.14,0.021393,0.000502271,0.0320983
2.15,0.0214929,0.000506229,0.0322483
2.16,0.0215928,0.000510203,0.0323983
2.17,0.0216927,0.000514192,0.0325483
2.18,0.0217927,0.000518195,0.0326983
2.19,0.0218926,0.000522214,0.0328482
2.2,0.0219925,0.000526247,0.0329982
2.21,0.0220924,0.000530296,0.0331482
2.22,0.0221923,0.00053436,0.0332982
2.23,0.0222922,0.000538438,0.0334482
2.24,0.0223922,0.000542532,0.0335981
2.25,0.0224921,0.00054664,0.0337481
2.26,0.022592,0.000550764,0.0338981
2.27,0.0226919,0.000554902,0.0340481
2.28,0.0227918,0.000559056,0.0341981
2.29,0.0228917,0.000563224,0.0343481
2.3,0.0229916,0.000567408,0.034498
2.31,0.0230916,0.000571606,0.034648
2.32,0.0231915,0.00057582,0.034798
2.33,0.0232914,0.000580048,0.034948
2.34,0.0233913,0.000584291,0.035098
2.35,0.0234912,0.00058855,0.035248
2.36,0.0235911,0.000592823,0.0353979
2.37,0.023691,0.000597111,0.0355479
2.38,0.0237909,0.000601415,0.0356979
2.39,0.0238908,0.000605733,0.0358479
2.4,0.0239907,0.000610066,0.0359979
2.41,0.0240906,0.000614415,0.0361478
2.42,0.0241905,0.000618778,0.0362978
2.43,0.0242904,0.000623156,0.0364478
2.44,0.0243903,0.000627549,0.0365978
2.45,0.0244902,0.000631957,0.0367478
2.46,0.0245901,0.000636381,0.0368977
2.47,0.02469,0.000640819,0.0370477
2.48,0.0247899,0.000645272,0.0371977
2.49,0.0248898,0.00064974,0.0373477
2.5,0.0249897,0.000654223,0.0374977
2.51,0.0250896,0.000658721,0.0376476
2.52,0.0251895,0.000663234,0.0377976
2.53,0.0252894,0.000667763,0.0379476
2.54,0.0253893,0.000672306,0.0380976
2.55,0.0254892,0.000676864,0.0382476
2.56,0.0255891,0.000681437,0.0383975
2.57,0.025689,0.000686025,0.0385475
2.58,0.0257889,0.000690628,0.0386975
2.59,0.0258888,0.000695246,0.0388475
2.6,0.0259887,0.000699878,0.0389975
2.61,0.0260886,0.000704526,0.0391474
2.62,0.0261885,0.000709189,0.0392974
2.63,0.0262884,0.000713867,0.0394474
2.64,0.0263882,0.00071856,0.0395974
2.65,0.0264881,0.000723268,0.0397474
2.66,0.026588,0.000727991,0.0398973
2.67,0.0266879,0.000732728,0.0400473
2.68,0.0267878,0.000737481,0.0401973
2.69,0.0268877,0.000742249,0.0403473
2.7,0.0269876,0.000747032,0.0404973
2.71,0.0270874,0.000751829,0.0406472
2.72,0.0271873,0.000756642,0.0407972
2.73,0.0272872,0.00076147,0.0409472
2.74,0.0273871,0.000766313,0.0410972
2.75,0.027487,0.00077117,0.0412471
2.76,0.0275869,0.000776043,0.0413971
2.77,0.0276867,0.00078093,0.0415471
2.78,0.0277866,0.000785833,0.0416971
2.79,0.0278865,0.000790751,0.0418471
2.8,0.0279864,0.000795683,0.041997
2.81,0.0280862,0.000800631,0.042147
2.82,0.0281861,0.000805593,0.042297
2.83,0.028286,0.000810571,0.042447
2.84,0.0283859,0.000815563,0.0425969
2.85,0.0284857,0.00082057,0.0427469
2.86,0.0285856,0.000825593,0.0428969
2.87,0.0286855,0.00083063,0.0430469
2.88,0.0287854,0.000835683,0.0431969
2.89,0.0288852,0.00084075,0.0433468
2.9,0.0289851,0.000845832,0.0434968
2.91,0.029085,0.00085093,0.0436468
2.92,0.0291848,0.000856042,0.0437968
2.93,0.0292847,0.000861169,0.0439467
2.94,0.0293846,0.000866311,0.0440967
2.95,0.0294844,0.000871469,0.0442467
2.96,0.0295843,0.000876641,0.0443967
2.97,0.0296842,0.000881828,0.0445466
2.98,0.029784,0.00088703,0.0446966
2.99,0.0298839,0.000892247,0.0448466
3,0.0299838,0.000897479,0.0449966
3.01,0.0300836,0.000902726,0.0451465
3.02,0.0301835,0.000907988,0.0452965
3.03,0.0302833,0.000913265,0.0454465
3.04,0.0303832,0.000918557,0.0455965
3.05,0.0304831,0.000923864,0.0457464
3.06,0.0305829,0.000929186,0.0458964
3.07,0.0306828,0.000934523,0.0460464
3.08,0.0307826,0.000939875,0.0461964
3.09,0.0308825,0.000945242,0.0463463
3.1,0.0309823,0.000950624,0.0464963
3.11,0.0310822,0.000956021,0.0466463
3.12,0.031182,0.000961432,0.0467963
3.13,0.0312819,0.000966859,0.0469462
3.14,0.0313817,0.000972301,0.0470962
3.15,0.0314816,0.000977758,0.0472462
3.16,0.0315814,0.000983229,0.0473962
3.17,0.0316813,0.000988716,0.0475461
3.18,0.0317811,0.000994218,0.0476961
3.19,0.031881,0.000999734,0.0478461
3.2,0.0319808,0.00100527,0.0479961
3.21,0.0320807,0.00101081,0.048146
3.22,0.0321805,0.00101637,0.048296
3.23,0.0322804,0.00102195,0.048446
3.24,0.0323802,0.00102754,0.0485959
3.25,0.0324801,0.00103315,0.0487459
3.26,0.0325799,0.00103877,0.0488959
3.27,0.0326797,0.00104441,0.0490459
3.28,0.0327796,0.00105006,0.0491958
3.29,0.0328794,0.00105572,0.0493458
3.3,0.0329792,0.00106141,0.0494958
3.31,0.0330791,0.0010671,0.0496458
3.32,0.0331789,0.00107281,0.0497957
3.33,0.0332788,0.00107854,0.0499457
3.34,0.0333786,0.00108428,0.0500957
3.35,0.0334784,0.00109004,0.0502456
3.36,0.0335783,0.00109581,0.0503956
3.37,0.0336781,0.00110159,0.0505456
3.38,0.0337779,0.00110739,0.0506956
3.39,0.0338777,0.00111321,0.0508455
3.4,0.0339776,0.00111904,0.0509955
3.41,0.0340774,0.00112489,0.0511455
3.42,0.0341772,0.00113075,0.0512954
3.43,0.0342771,0.00113663,0.0514454
3.44,0.0343769,0.00114252,0.0515954
3.45,0.0344767,0.00114842,0.0517454
3.46,0.0345765,0.00115434,0.0518953
3.47,0.0346764,0.00116028,0.0520453
3.48,0.0347762,0.00116623,0.0521953
3.49,0.034876,0.0011722,0.0523452
3.5,0.0349758,0.00117818,0.0524952
3.51,0.0350756,0.00118417,0.0526452
3.52,0.0351755,0.00119018,0.0527952
3.53,0.0352753,0.00119621,0.0529451
3.54,0.0353751,0.00120225,0.0530951
3.55,0.0354749,0.0012083,0.0532451
3.56,0.0355747,0.00121437,0.053395
3.57,0.0356745,0.00122046,0.053545
3.58,0.0357743,0.00122656,0.053695
3.59,0.0358742,0.00123268,0.0538449
3.6,0.035974,0.00123881,0.0539949
3.61,0.0360738,0.00124495,0.0541449
3.62,0.0361736,0.00125111,0.0542949
3.63,0.0362734,0.00125729,0.0544448
3.64,0.0363732,0.00126348,0.0545948
3.65,0.036473,0.00126968,0.0547448
3.66,0.0365728,0.0012759,0.0548947
3.67,0.0366726,0.00128214,0.0550447
3.68,0.0367724,0.00128839,0.0551947
3.69,0.0368722,0.00129465,0.0553446
3.7,0.036972,0.00130093,0.0554946
3.71,0.0370718,0.00130723,0.0556446
3.72,0.0371716,0.00131354,0.0557945
3.73,0.0372714,0.00131986,0.0559445
3.74,0.0373712,0.0013262,0.0560945
3.75,0.037471,0.00133256,0.0562444
3.76,0.0375708,0.00133893,0.0563944
3.77,0.0376706,0.00134531,0.0565444
3.78,0.0377704,0.00135171,0.0566943
3.79,0.0378702,0.00135813,0.0568443
3.8,0.03797,0.00136456,0.0569943
3.81,0.0380698,0.001371,0.0571443
3.82,0.0381696,0.00137746,0.0572942
3.83,0.0382694,0.00138394,0.0574442
3.84,0.0383691,0.00139043,0.0575942
3.85,0.0384689,0.00139693,0.0577441
3.86,0.0385687,0.00140345,0.0578941
3.87,0.0386685,0.00140999,0.0580441
3.88,0.0387683,0.00141654,0.058194
3.89,0.0388681,0.0014231,0.058344
3.9,0.0389679,0.00142968,0.058494
3.91,0.0390676,0.00143627,0.0586439
3.92,0.0391674,0.00144288,0.0587939
3.93,0.0392672,0.00144951,0.0589438
3.94,0.039367,0.00145615,0.0590938
3.95,0.0394668,0.0014628,0.0592438
3.96,0.0395665,0.00146947,0.0593937
3.97,0.0396663,0.00147615,0.0595437
3.98,0.0397661,0.00148285,0.0596937
3.99,0.0398659,0.00148957,0.0598436
4,0.0399656,0.0014963,0.0599936
4.01,0.0400654,0.00150304,0.0601436
4.02,0.0401652,0.0015098,0.0602935
4.03,0.0402649,0.00151657,0.0604435
4.04,0.0403647,0.00152336,0.0605935
4.05,0.0404645,0.00153017,0.0607434
4.06,0.0405642,0.00153698,0.0608934
4.07,0.040664,0.00154382,0.0610434
4.08,0.0407638,0.00155067,0.0611933
4.09,0.0408635,0.00155753,0.0613433
4.1,0.0409633,0.00156441,0.0614933
4.11,0.0410631,0.0015713,0.0616432
4.12,0.0411628,0.00157821,0.0617932
4.13,0.0412626,0.00158513,0.0619431
4.14,0.0413623,0.00159207,0.0620931
4.15,0.0414621,0.00159903,0.0622431
4.16,0.0415618,0.001606,0.062393
4.17,0.0416616,0.00161298,0.062543
4.18,0.0417614,0.00161998,0.062693
4.19,0.0418611,0.00162699,0.0628429
4.2,0.0419609,0.00163402,0.0629929
4.21,0.0420606,0.00164106,0.0631429
4.22,0.0421604,0.00164812,0.0632928
4.23,0.0422601,0.00165519,0.0634428
4.24,0.0423599,0.00166228,0.0635927
4.25,0.0424596,0.00166938,0.0637427
4.26,0.0425593,0.0016765,0.0638927
4.27,0.0426591,0.00168364,0.0640426
4.28,0.0427588,0.00169078,0.0641926
4.29,0.0428586,0.00169795,0.0643426
4.3,0.0429583,0.00170512,0.0644925
4.31,0.0430581,0.00171232,0.0646425
4.32,0.0431578,0.00171952,0.0647924
4.33,0.0432575,0.00172675,0.0649424
4.34,0.0433573,0.00173398,0.0650924
4.35,0.043457,0.00174124,0.0652423
4.36,0.0435567,0.0017485,0.0653923
4.37,0.0436565,0.00175579,0.0655422
4.38,0.0437562,0.00176308,0.0656922
4.39,0.0438559,0.0017704,0.0658422
4.4,0.0439557,0.00177772,0.0659921
4.41,0.0440554,0.00178507,0.0661421
4.42,0.0441551,0.00179242,0.066292
4.43,0.0442549,0.0017998,0.066442
4.44,0.0443546,0.00180718,0.066592
4.45,0.0444543,0.00181459,0.0667419
4.46,0.044554,0.001822,0.0668919
4.47,0.0446538,0.00182943,0.0670418
4.48,0.0447535,0.00183688,0.0671918
4.49,0.0448532,0.00184434,0.0673418
4.5,0.0449529,0.00185182,0.0674917
4.51,0.0450526,0.00185931,0.0676417
4.52,0.0451523,0.00186682,0.0677916
4.53,0.0452521,0.00187434,0.0679416
4.54,0.0453518,0.00188188,0.0680916
4.55,0.0454515,0.00188943,0.0682415
4.56,0.0455512,0.001897,0.0683915
4.57,0.0456509,0.00190458,0.0685414
4.58,0.0457506,0.00191217,0.0686914
4.59,0.0458503,0.00191979,0.0688414
4.6,0.04595,0.00192741,0.0689913
4.61,0.0460497,0.00193505,0.0691413
4.62,0.0461495,0.00194271,0.0692912
4.63,0.0462492,0.00195038,0.0694412
4.64,0.0463489,0.00195807,0.0695911
4.65,0.0464486,0.00196577,0.0697411
4.66,0.0465483,0.00197348,0.0698911
4.67,0.046648,0.00198122,0.070041
4.68,0.0467477,0.00198896,0.070191
4.69,0.0468474,0.00199672,0.0703409
4.7,0.0469471,0.0020045,0.0704909
4.71,0.0470468,0.00201229,0.0706409
4.72,0.0471464,0.0020201,0.0707908
4.73,0.0472461,0.00202792,0.0709408
4.74,0.0473458,0.00203575,0.0710907
4.75,0.0474455,0.0020436,0.0712407
4.76,0.0475452,0.00205147,0.0713906
4.77,0.0476449,0.00205935,0.0715406
4.78,0.0477446,0.00206724,0.0716905
4.79,0.0478443,0.00207516,0.0718405
4.8,0.047944,0.00208308,0.0719905
4.81,0.0480436,0.00209102,0.0721404
4.82,0.0481433,0.00209898,0.0722904
4.83,0.048243,0.00210695,0.0724403
4.84,0.0483427,0.00211493,0.0725903
4.85,0.0484424,0.00212293,0.0727402
4.86,0.048542,0.00213095,0.0728902
4.87,0.0486417,0.00213898,0.0730402
4.88,0.0487414,0.00214702,0.0731901
4.89,0.0488411,0.00215508,0.0733401
4.9,0.0489407,0.00216316,0.07349
4.91,0.0490404,0.00217125,0.07364
4.92,0.0491401,0.00217935,0.0737899
4.93,0.0492397,0.00218747,0.0739399
4.94,0.0493394,0.00219561,0.0740898
4.95,0.0494391,0.00220376,0.0742398
4.96,0.0495387,0.00221192,0.0743897
4.97,0.0496384,0.0022201,0.0745397
4.98,0.0497381,0.00222829,0.0746897
4.99,0.0498377,0.0022365,0.0748396
5,0.0499374,0.00224473,0.0749896
5.01,0.0500371,0.00225297,0.0751395
5.02,0.0501367,0.00226122,0.0752895
5.03,0.0502364,0.00226949,0.0754394
5.04,0.050336,0.00227777,0.0755894
5.05,0.0504357,0.00228607,0.0757393
5.06,0.0505353,0.00229439,0.0758893
5.07,0.050635,0.00230272,0.0760392
5.08,0.0507346,0.00231106,0.0761892
5.09,0.0508343,0.00231942,0.0763391
5.1,0.0509339,0.00232779,0.0764891
5.11,0.0510336,0.00233618,0.076639
5.12,0.0511332,0.00234459,0.076789
5.13,0.0512329,0.002353,0.0769389
5.14,0.0513325,0.00236144,0.0770889
5.15,0.0514321,0.00236989,0.0772388
5.16,0.0515318,0.00237835,0.0773888
5.17,0.0516314,0.00238683,0.0775388
5.18,0.0517311,0.00239532,0.0776887
5.19,0.0518307,0.00240383,0.0778387
5.2,0.0519303,0.00241235,0.0779886
5.21,0.05203,0.00242089,0.0781386
5.22,0.0521296,0.00242944,0.0782885
5.23,0.0522292,0.00243801,0.0784385
5.24,0.0523289,0.00244659,0.0785884
5.25,0.0524285,0.00245519,0.0787384
5.26,0.0525281,0.00246381,0.0788883
5.27,0.0526277,0.00247243,0.0790383
5.28,0.0527274,0.00248108,0.0791882
5.29,0.052827,0.00248973,0.0793382
5.3,0.0529266,0.00249841,0.0794881
5.31,0.0530262,0.00250709,0.0796381
5.32,0.0531259,0.0025158,0.079788
5.33,0.0532255,0.00252451,0.079938
5.34,0.0533251,0.00253325,0.0800879
5.35,0.0534247,0.00254199,0.0802379
5.36,0.0535243,0.00255076,0.0803878
5.37,0.0536239,0.00255953,0.0805378
5.38,0.0537235,0.00256832,0.0806877
5.39,0.0538232,0.00257713,0.0808377
5.4,0.0539228,0.00258595,0.0809876
5.41,0.0540224,0.00259479,0.0811376
5.42,0.054122,0.00260364,0.0812875
5.43,0.0542216,0.00261251,0.0814375
5.44,0.0543212,0.00262139,0.0815874
5.45,0.0544208,0.00263029,0.0817373
5.46,0.0545204,0.0026392,0.0818873
5.47,0.05462,0.00264813,0.0820372
5.48,0.0547196,0.00265707,0.0821872
5.49,0.0548192,0.00266602,0.0823371
5.5,0.0549188,0.00267499,0.0824871
5.51,0.0550184,0.00268398,0.082637
5.52,0.055118,0.00269298,0.082787
5.53,0.0552176,0.002702,0.0829369
5.54,0.0553172,0.00271103,0.0830869
5.55,0.0554167,0.00272007,0.0832368
5.56,0.0555163,0.00272914,0.0833868
5.57,0.0556159,0.00273821,0.0835367
5.58,0.0557155,0.0027473,0.0836867
5.59,0.0558151,0.00275641,0.0838366
5.6,0.0559147,0.00276553,0.0839866
5.61,0.0560143,0.00277466,0.0841365
5.62,0.0561138,0.00278381,0.0842864
5.63,0.0562134,0.00279298,0.0844364
5.64,0.056313,0.00280216,0.0845863
5.65,0.0564126,0.00281136,0.0847363
5.66,0.0565121,0.00282057,0.0848862
5.67,0.0566117,0.00282979,0.0850362
5.68,0.0567113,0.00283903,0.0851861
5.69,0.0568108,0.00284829,0.0853361
5.7,0.0569104,0.00285756,0.085486
5.71,0.05701,0.00286684,0.085636
5.72,0.0571095,0.00287614,0.0857859
5.73,0.0572091,0.00288546,0.0859358
5.74,0.0573087,0.00289478,0.0860858
5.75,0.0574082,0.00290413,0.0862357
5.76,0.0575078,0.00291349,0.0863857
5.77,0.0576074,0.00292286,0.0865356
5.78,0.0577069,0.00293225,0.0866856
5.79,0.0578065,0.00294166,0.0868355
5.8,0.057906,0.00295108,0.0869855
5.81,0.0580056,0.00296051,0.0871354
5.82,0.0581051,0.00296996,0.0872853
5.83,0.0582047,0.00297942,0.0874353
5.84,0.0583042,0.0029889,0.0875852
5.85,0.0584038,0.0029984,0.0877352
5.86,0.0585033,0.0030079,0.0878851
5.87,0.0586029,0.00301743,0.0880351
5.88,0.0587024,0.00302697,0.088185
5.89,0.058802,0.00303652,0.0883349
5.9,0.0589015,0.00304609,0.0884849
5.91,0.059001,0.00305567,0.0886348
5.92,0.0591006,0.00306527,0.0887848
5.93,0.0592001,0.00307488,0.0889347
5.94,0.0592996,0.00308451,0.0890847
5.95,0.0593992,0.00309415,0.0892346
5.96,0.0594987,0.00310381,0.0893845
5.97,0.0595982,0.00311349,0.0895345
5.98,0.0596978,0.00312317,0.0896844
5.99,0.0597973,0.00313288,0.0898344
6,0.0598968,0.00314259,0.0899843
6.01,0.0599963,0.00315233,0.0901342
6.02,0.0600959,0.00316207,0.0902842
6.03,0.0601954,0.00317184,0.0904341
6.04,0.0602949,0.00318161,0.0905841
6.05,0.0603944,0.00319141,0.090734
6.06,0.0604939,0.00320121,0.0908839
6.07,0.0605935,0.00321104,0.0910339
6.08,0.060693,0.00322087,0.0911838
6.09,0.0607925,0.00323072,0.0913338
6.1,0.060892,0.00324059,0.0914837
6.11,0.0609915,0.00325047,0.0916336
6.12,0.061091,0.00326037,0.0917836
6.13,0.0611905,0.00327028,0.0919335
6.14,0.06129,0.00328021,0.0920835
6.15,0.0613895,0.00329015,0.0922334
6.16,0.061489,0.00330011,0.0923833
6.17,0.0615885,0.00331008,0.0925333
6.18,0.061688,0.00332006,0.0926832
6.19,0.0617875,0.00333007,0.0928332
6.2,0.061887,0.00334008,0.0929831
6.21,0.0619865,0.00335011,0.093133
6.22,0.062086,0.00336016,0.093283
6.23,0.0621855,0.00337022,0.0934329
6.24,0.062285,0.00338029,0.0935828
6.25,0.0623845,0.00339039,0.0937328
6.26,0.062484,0.00340049,0.0938827
6.27,0.0625835,0.00341061,0.0940327
6.28,0.0626829,0.00342075,0.0941826
6.29,0.0627824,0.0034309,0.0943325
6.3,0.0628819,0.00344106,0.0944825
6.31,0.0629814,0.00345124,0.0946324
6.32,0.0630809,0.00346144,0.0947823
6.33,0.0631803,0.00347165,0.0949323
6.34,0.0632798,0.00348187,0.0950822
