S,R,Z,Psi
1.08,0.0108,5.58898e-06,0.000539997
1.09,0.0109,5.66798e-06,0.000544997
1.1,0.011,5.74748e-06,0.000549997
1.11,0.0111,5.82748e-06,0.000554997
1.12,0.0112,5.90797e-06,0.000559997
1.13,0.0113,5.98897e-06,0.000564997
1.14,0.0114,6.07047e-06,0.000569997
1.15,0.0115,6.15247e-06,0.000574997
1.16,0.0116,6.23497e-06,0.000579996
1.17,0.0117,6.31797e-06,0.000584996
1.18,0.0118,6.40147e-06,0.000589996
1.19,0.0119,6.48547e-06,0.000594996
1.2,0.012,6.56997e-06,0.000599996
1.21,0.0121,6.65497e-06,0.000604996
1.22,0.0122,6.74047e-06,0.000609996
1.23,0.0123,6.82647e-06,0.000614996
1.24,0.0124,6.91297e-06,0.000619996
1.25,0.0125,6.99997e-06,0.000624996
1.26,0.0126,7.08747e-06,0.000629996
1.27,0.0127,7.17547e-06,0.000634996
1.28,0.0128,7.26396e-06,0.000639996
1.29,0.0129,7.35296e-06,0.000644996
1.3,0.013,7.44246e-06,0.000649996
1.31,0.0131,7.53246e-06,0.000654995
1.32,0.0132,7.62296e-06,0.000659995
1.33,0.0133,7.71396e-06,0.000664995
1.34,0.0134,7.80546e-06,0.000669995
1.35,0.0135,7.89746e-06,0.000674995
1.36,0.0136,7.98996e-06,0.000679995
1.37,0.0137,8.08296e-06,0.000684995
1.38,0.0138,8.17646e-06,0.000689995
1.39,0.0139,8.27046e-06,0.000694995
1.4,0.014,8.36495e-06,0.000699995
1.41,0.0141,8.45995e-06,0.000704995
1.42,0.0142,8.55545e-06,0.000709995
1.43,0.0143,8.65145e-06,0.000714994
1.44,0.0144,8.74795e-06,0.000719994
1.45,0.0145,8.84495e-06,0.000724994
1.46,0.0146,8.94245e-06,0.000729994
1.47,0.0147,9.04045e-06,0.000734994
1.48,0.0148,9.13895e-06,0.000739994
1.49,0.0149,9.23795e-06,0.000744994
1.5,0.015,9.33745e-06,0.000749994
1.51,0.0151,9.43744e-06,0.000754994
1.52,0.0152,9.53794e-06,0.000759994
1.53,0.0153,9.63894e-06,0.000764994
1.54,0.0154,9.74044e-06,0.000769994
1.55,0.0155,9.84244e-06,0.000774993
1.56,0.0156,9.94494e-06,0.000779993
1.57,0.0157,1.00479e-05,0.000784993
1.58,0.0158,1.01514e-05,0.000789993
1.59,0.0159,1.02554e-05,0.000794993
1.6,0.016,1.03599e-05,0.000799993
1.61,0.0161,1.04649e-05,0.000804993
1.62,0.0162,1.05704e-05,0.000809993
1.63,0.0163,1.06764e-05,0.000814993
1.64,0.0164,1.07829e-05,0.000819993
1.65,0.0165,1.08899e-05,0.000824992
1.66,0.0166,1.09974e-05,0.000829992
1.67,0.0167,1.11054e-05,0.000834992
1.68,0.0168,1.12139e-05,0.000839992
1.69,0.0169,1.13229e-05,0.000844992
1.7,0.017,1.14324e-05,0.000849992
1.71,0.0171,1.15424e-05,0.000854992
1.72,0.0172,1.16529e-05,0.000859992
1.73,0.0173,1.17639e-05,0.000864992
1.74,0.0174,1.18754e-05,0.000869991
1.75,0.0175,1.19874e-05,0.000874991
1.76,0.0176,1.20999e-05,0.000879991
1.77,0.0177,1.22129e-05,0.000884991
1.78,0.0178,1.23264e-05,0.000889991
1.79,0.0179,1.24404e-05,0.000894991
1.8,0.018,1.25549e-05,0.000899991
1.81,0.0181,1.26699e-05,0.000904991
1.82,0.0182,1.27854e-05,0.000909991
1.83,0.0183,1.29014e-05,0.00091499
1.84,0.0184,1.30179e-05,0.00091999
1.85,0.0185,1.31349e-05,0.00092499
1.86,0.0186,1.32524e-05,0.00092999
1.87,0.0187,1.33704e-05,0.00093499
1.88,0.0188,1.34889e-05,0.00093999
1.89,0.0189,1.36079e-05,0.00094499
1.9,0.019,1.37274e-05,0.00094999
1.91,0.0191,1.38474e-05,0.000954989
1.92,0.0192,1.39679e-05,0.000959989
1.93,0.0193,1.40889e-05,0.000964989
1.94,0.0194,1.42104e-05,0.000969989
1.95,0.0195,1.43324e-05,0.000974989
1.96,0.0196,1.44549e-05,0.000979989
1.97,0.0197,1.45779e-05,0.000984989
1.98,0.0198,1.47014e-05,0.000989989
1.99,0.0199,1.48254e-05,0.000994988
2,0.02,1.49499e-05,0.000999988
2.01,0.0201,1.50749e-05,0.00100499
2.02,0.0202,1.52004e-05,0.00100999
2.03,0.0203,1.53264e-05,0.00101499
2.04,0.0204,1.54529e-05,0.00101999
2.05,0.0205,1.55799e-05,0.00102499
2.06,0.0206,1.57074e-05,0.00102999
2.07,0.0207,1.58354e-05,0.00103499
2.08,0.0208,1.59639e-05,0.00103999
2.09,0.0209,1.60929e-05,0.00104499
2.1,0.021,1.62224e-05,0.00104999
2.11,0.0211,1.63524e-05,0.00105499
2.12,0.0212,1.64829e-05,0.00105999
2.13,0.0213,1.66139e-05,0.00106499
2.14,0.0214,1.67453e-05,0.00106999
2.15,0.0215,1.68773e-05,0.00107499
2.16,0.0216,1.70098e-05,0.00107999
2.17,0.0217,1.71428e-05,0.00108499
2.18,0.0218,1.72763e-05,0.00108999
2.19,0.0219,1.74103e-05,0.00109499
2.2,0.022,1.75448e-05,0.00109999
2.21,0.0221,1.76798e-05,0.00110499
2.22,0.0222,1.78153e-05,0.00110998
2.23,0.0223,1.79513e-05,0.00111498
2.24,0.0224,1.80878e-05,0.00111998
2.25,0.0225,1.82248e-05,0.00112498
2.26,0.0226,1.83623e-05,0.00112998
2.27,0.0227,1.85003e-05,0.00113498
2.28,0.0228,1.86388e-05,0.00113998
2.29,0.0229,1.87778e-05,0.00114498
2.3,0.023,1.89173e-05,0.00114998
2.31,0.0231,1.90573e-05,0.00115498
2.32,0.0232,1.91978e-05,0.00115998
2.33,0.0233,1.93388e-05,0.00116498
2.34,0.0234,1.94803e-05,0.00116998
2.35,0.0235,1.96223e-05,0.00117498
2.36,0.0236,1.97648e-05,0.00117998
2.37,0.0237,1.99078e-05,0.00118498
2.38,0.0238,2.00513e-05,0.00118998
2.39,0.0239,2.01953e-05,0.00119498
2.4,0.024,2.03398e-05,0.00119998
2.41,0.0241,2.04848e-05,0.00120498
2.42,0.0242,2.06303e-05,0.00120998
2.43,0.0243,2.07763e-05,0.00121498
2.44,0.0244,2.09228e-05,0.00121998
2.45,0.0245,2.10698e-05,0.00122498
2.46,0.0246,2.12173e-05,0.00122998
2.47,0.0247,2.13653e-05,0.00123498
2.48,0.0248,2.15138e-05,0.00123998
2.49,0.0249,2.16628e-05,0.00124498
2.5,0.025,2.18123e-05,0.00124998
2.51,0.0251,2.19623e-05,0.00125498
2.52,0.0252,2.21128e-05,0.00125998
2.53,0.0253,2.22638e-05,0.00126498
2.54,0.0254,2.24152e-05,0.00126998
2.55,0.0255,2.25672e-05,0.00127498
2.56,0.0256,2.27197e-05,0.00127998
2.57,0.0257,2.28727e-05,0.00128498
2.58,0.0258,2.30262e-05,0.00128998
2.59,0.0259,2.31802e-05,0.00129498
2.6,0.026,2.33347e-05,0.00129998
2.61,0.0261,2.34897e-05,0.00130498
2.62,0.0262,2.36452e-05,0.00130998
2.63,0.0263,2.38012e-05,0.00131498
2.64,0.0264,2.39577e-05,0.00131998
2.65,0.0265,2.41147e-05,0.00132498
2.66,0.0266,2.42722e-05,0.00132998
2.67,0.0267,2.44302e-05,0.00133498
2.68,0.0268,2.45887e-05,0.00133998
2.69,0.0269,2.47477e-05,0.00134498
2.7,0.027,2.49072e-05,0.00134998
2.71,0.0271,2.50672e-05,0.00135498
2.72,0.0272,2.52277e-05,0.00135998
2.73,0.0273,2.53887e-05,0.00136498
2.74,0.0274,2.55502e-05,0.00136997
2.75,0.0275,2.57122e-05,0.00137497
2.76,0.0276,2.58747e-05,0.00137997
2.77,0.0277,2.60377e-05,0.00138497
2.78,0.0278,2.62012e-05,0.00138997
2.79,0.0279,2.63652e-05,0.00139497
2.8,0.028,2.65297e-05,0.00139997
2.81,0.0281,2.66947e-05,0.00140497
2.82,0.0282,2.68602e-05,0.00140997
2.83,0.0283,2.70261e-05,0.00141497
2.84,0.0284,2.71926e-05,0.00141997
2.85,0.0285,2.73596e-05,0.00142497
2.86,0.0286,2.75271e-05,0.00142997
2.87,0.0287,2.76951e-05,0.00143497
2.88,0.0288,2.78636e-05,0.00143997
2.89,0.0289,2.80326e-05,0.00144497
2.9,0.029,2.82021e-05,0.00144997
2.91,0.0291,2.83721e-05,0.00145497
2.92,0.0292,2.85426e-05,0.00145997
2.93,0.0293,2.87136e-05,0.00146497
2.94,0.0294,2.88851e-05,0.00146997
2.95,0.0295,2.90571e-05,0.00147497
2.96,0.0296,2.92296e-05,0.00147997
2.97,0.0297,2.94026e-05,0.00148497
2.98,0.0298,2.95761e-05,0.00148997
2.99,0.0299,2.97501e-05,0.00149497
3,0.03,2.99246e-05,0.00149997
3.01,0.0301,3.00996e-05,0.00150497
3.02,0.0302,3.02751e-05,0.00150997
3.03,0.0303,3.04511e-05,0.00151497
3.04,0.0304,3.06276e-05,0.00151997
3.05,0.0305,3.08046e-05,0.00152497
3.06,0.0306,3.09821e-05,0.00152997
3.07,0.0307,3.116e-05,0.00153497
3.08,0.0308,3.13385e-05,0.00153997
3.09,0.0309,3.15175e-05,0.00154497
3.1,0.031,3.1697e-05,0.00154997
3.11,0.0311,3.1877e-05,0.00155497
3.12,0.0312,3.20575e-05,0.00155997
3.13,0.0313,3.22385e-05,0.00156497
3.14,0.0314,3.242e-05,0.00156996
3.15,0.0315,3.2602e-05,0.00157496
3.16,0.0316,3.27845e-05,0.00157996
3.17,0.0317,3.29675e-05,0.00158496
3.18,0.0318,3.3151e-05,0.00158996
3.19,0.0319,3.3335e-05,0.00159496
3.2,0.032,3.35195e-05,0.00159996
3.21,0.0321,3.37045e-05,0.00160496
3.22,0.0322,3.389e-05,0.00160996
3.23,0.0323,3.4076e-05,0.00161496
3.24,0.0324,3.42625e-05,0.00161996
3.25,0.0325,3.44495e-05,0.00162496
3.26,0.0326,3.4637e-05,0.00162996
3.27,0.0327,3.48249e-05,0.00163496
3.28,0.0328,3.50134e-05,0.00163996
3.29,0.0329,3.52024e-05,0.00164496
3.3,0.033,3.53919e-05,0.00164996
3.31,0.0331,3.55819e-05,0.00165496
3.32,0.0332,3.57724e-05,0.00165996
3.33,0.0333,3.59634e-05,0.00166496
3.34,0.0334,3.61549e-05,0.00166996
3.35,0.0335,3.63469e-05,0.00167496
3.36,0.0336,3.65394e-05,0.00167996
3.37,0.0337,3.67324e-05,0.00168496
3.38,0.0338,3.69259e-05,0.00168996
3.39,0.0339,3.71199e-05,0.00169496
3.4,0.034,3.73144e-05,0.00169996
3.41,0.0341,3.75094e-05,0.00170496
3.42,0.0342,3.77049e-05,0.00170996
3.43,0.0343,3.79009e-05,0.00171496
3.44,0.0344,3.80973e-05,0.00171996
3.45,0.0345,3.82943e-05,0.00172496
3.46,0.0346,3.84918e-05,0.00172996
3.47,0.0347,3.86898e-05,0.00173495
3.48,0.0348,3.88883e-05,0.00173995
3.49,0.0349,3.90873e-05,0.00174495
3.5,0.035,3.92868e-05,0.00174995
3.51,0.0351,3.94868e-05,0.00175495
3.52,0.0352,3.96873e-05,0.00175995
3.53,0.0353,3.98883e-05,0.00176495
3.54,0.0354,4.00898e-05,0.00176995
3.55,0.0355,4.02918e-05,0.00177495
3.56,0.0356,4.04943e-05,0.00177995
3.57,0.0357,4.06973e-05,0.00178495
3.58,0.0358,4.09008e-05,0.00178995
3.59,0.0359,4.11048e-05,0.00179495
3.6,0.036,4.13092e-05,0.00179995
3.61,0.0361,4.15142e-05,0.00180495
3.62,0.0362,4.17197e-05,0.00180995
3.63,0.0363,4.19257e-05,0.00181495
3.64,0.0364,4.21322e-05,0.00181995
3.65,0.0365,4.23392e-05,0.00182495
3.66,0.0366,4.25467e-05,0.00182995
3.67,0.0367,4.27547e-05,0.00183495
3.68,0.0368,4.29632e-05,0.00183995
3.69,0.0369,4.31722e-05,0.00184495
3.7,0.037,4.33817e-05,0.00184995
3.71,0.0371,4.35917e-05,0.00185495
3.72,0.0372,4.38022e-05,0.00185995
3.73,0.0373,4.40132e-05,0.00186495
3.74,0.0374,4.42246e-05,0.00186995
3.75,0.0375,4.44366e-05,0.00187494
3.76,0.0376,4.46491e-05,0.00187994
3.77,0.0377,4.48621e-05,0.00188494
3.78,0.0378,4.50756e-05,0.00188994
3.79,0.0379,4.52896e-05,0.00189494
3.8,0.038,4.55041e-05,0.00189994
3.81,0.0381,4.57191e-05,0.00190494
3.82,0.0382,4.59346e-05,0.00190994
3.83,0.0383,4.61506e-05,0.00191494
3.84,0.0384,4.63671e-05,0.00191994
3.85,0.0385,4.65841e-05,0.00192494
3.86,0.0386,4.68016e-05,0.00192994
3.87,0.0387,4.70195e-05,0.00193494
3.88,0.0388,4.7238e-05,0.00193994
3.89,0.0389,4.7457e-05,0.00194494
3.9,0.039,4.76765e-05,0.00194994
3.91,0.0391,4.78965e-05,0.00195494
3.92,0.0392,4.8117e-05,0.00195994
3.93,0.0393,4.8338e-05,0.00196494
3.94,0.0394,4.85595e-05,0.00196994
3.95,0.0395,4.87815e-05,0.00197494
3.96,0.0396,4.9004e-05,0.00197994
3.97,0.0397,4.9227e-05,0.00198494
3.98,0.0398,4.94505e-05,0.00198994
3.99,0.0399,4.96744e-05,0.00199494
4,0.04,4.98989e-05,0.00199993
4.01,0.0401,5.01239e-05,0.00200493
4.02,0.0402,5.03494e-05,0.00200993
4.03,0.0403,5.05754e-05,0.00201493
4.04,0.0404,5.08019e-05,0.00201993
4.05,0.0405,5.10289e-05,0.00202493
4.06,0.0406,5.12564e-05,0.00202993
4.07,0.0407,5.14844e-05,0.00203493
4.08,0.0408,5.17129e-05,0.00203993
4.09,0.0409,5.19419e-05,0.00204493
4.1,0.041,5.21714e-05,0.00204993
4.11,0.0411,5.24013e-05,0.00205493
4.12,0.0412,5.26318e-05,0.00205993
4.13,0.0413,5.28628e-05,0.00206493
4.14,0.0414,5.30943e-05,0.00206993
4.15,0.0415,5.33263e-05,0.00207493
4.16,0.0416,5.35588e-05,0.00207993
4.17,0.0417,5.37918e-05,0.00208493
4.18,0.0418,5.40253e-05,0.00208993
4.19,0.0419,5.42593e-05,0.00209493
4.2,0.042,5.44938e-05,0.00209993
4.21,0.0421,5.47287e-05,0.00210493
4.22,0.0422,5.49642e-05,0.00210993
4.23,0.0423,5.52002e-05,0.00211492
4.24,0.0424,5.54367e-05,0.00211992
4.25,0.0425,5.56737e-05,0.00212492
4.26,0.0426,5.59112e-05,0.00212992
4.27,0.0427,5.61492e-05,0.00213492
4.28,0.0428,5.63877e-05,0.00213992
4.29,0.0429,5.66267e-05,0.00214492
4.3,0.043,5.68662e-05,0.00214992
4.31,0.0431,5.71061e-05,0.00215492
4.32,0.0432,5.73466e-05,0.00215992
4.33,0.0433,5.75876e-05,0.00216492
4.34,0.0434,5.78291e-05,0.00216992
4.35,0.0435,5.80711e-05,0.00217492
4.36,0.0436,5.83136e-05,0.00217992
4.37,0.0437,5.85566e-05,0.00218492
4.38,0.0438,5.88001e-05,0.00218992
4.39,0.0439,5.90441e-05,0.00219492
4.4,0.044,5.92886e-05,0.00219992
4.41,0.0441,5.95335e-05,0.00220492
4.42,0.0442,5.9779e-05,0.00220992
4.43,0.0442999,6.0025e-05,0.00221492
4.44,0.0443999,6.02715e-05,0.00221991
4.45,0.0444999,6.05185e-05,0.00222491
4.46,0.0445999,6.0766e-05,0.00222991
4.47,0.0446999,6.1014e-05,0.00223491
4.48,0.0447999,6.12625e-05,0.00223991
4.49,0.0448999,6.15115e-05,0.00224491
4.5,0.0449999,6.17609e-05,0.00224991
4.51,0.0450999,6.20109e-05,0.00225491
4.52,0.0451999,6.22614e-05,0.00225991
4.53,0.0452999,6.25124e-05,0.00226491
4.54,0.0453999,6.27639e-05,0.00226991
4.55,0.0454999,6.30159e-05,0.00227491
4.56,0.0455999,6.32684e-05,0.00227991
4.57,0.0456999,6.35214e-05,0.00228491
4.58,0.0457999,6.37748e-05,0.00228991
4.59,0.0458999,6.40288e-05,0.00229491
4.6,0.0459999,6.42833e-05,0.00229991
4.61,0.0460999,6.45383e-05,0.00230491
4.62,0.0461999,6.47938e-05,0.00230991
4.63,0.0462999,6.50498e-05,0.0023149
4.64,0.0463999,6.53063e-05,0.0023199
4.65,0.0464999,6.55633e-05,0.0023249
4.66,0.0465999,6.58207e-05,0.0023299
4.67,0.0466999,6.60787e-05,0.0023349
4.68,0.0467999,6.63372e-05,0.0023399
4.69,0.0468999,6.65962e-05,0.0023449
4.7,0.0469999,6.68557e-05,0.0023499
4.71,0.0470999,6.71157e-05,0.0023549
4.72,0.0471999,6.73762e-05,0.0023599
4.73,0.0472999,6.76372e-05,0.0023649
4.74,0.0473999,6.78986e-05,0.0023699
4.75,0.0474999,6.81606e-05,0.0023749
4.76,0.0475999,6.84231e-05,0.0023799
4.77,0.0476999,6.86861e-05,0.0023849
4.78,0.0477999,6.89496e-05,0.0023899
4.79,0.0478999,6.92136e-05,0.0023949
4.8,0.0479999,6.94781e-05,0.0023999
4.81,0.0480999,6.97431e-05,0.00240489
4.82,0.0481999,7.00085e-05,0.00240989
4.83,0.0482999,7.02745e-05,0.00241489
4.84,0.0483999,7.0541e-05,0.00241989
4.85,0.0484999,7.0808e-05,0.00242489
4.86,0.0485999,7.10755e-05,0.00242989
4.87,0.0486999,7.13435e-05,0.00243489
4.88,0.0487999,7.1612e-05,0.00243989
4.89,0.0488999,7.18809e-05,0.00244489
4.9,0.0489999,7.21504e-05,0.00244989
4.91,0.0490999,7.24204e-05,0.00245489
4.92,0.0491999,7.26909e-05,0.00245989
4.93,0.0492999,7.29619e-05,0.00246489
4.94,0.0493999,7.32334e-05,0.00246989
4.95,0.0494999,7.35054e-05,0.00247489
4.96,0.0495999,7.37778e-05,0.00247989
4.97,0.0496999,7.40508e-05,0.00248489
4.98,0.0497999,7.43243e-05,0.00248988
4.99,0.0498999,7.45983e-05,0.00249488
5,0.0499999,7.48728e-05,0.00249988
5.01,0.0500999,7.51478e-05,0.00250488
5.02,0.0501999,7.54233e-05,0.00250988
5.03,0.0502999,7.56992e-05,0.00251488
5.04,0.0503999,7.59757e-05,0.00251988
5.05,0.0504999,7.62527e-05,0.00252488
5.06,0.0505999,7.65302e-05,0.00252988
5.07,0.0506999,7.68082e-05,0.00253488
5.08,0.0507999,7.70867e-05,0.00253988
5.09,0.0508999,7.73656e-05,0.00254488
5.1,0.0509999,7.76451e-05,0.00254988
5.11,0.0510999,7.79251e-05,0.00255488
5.12,0.0511999,7.82056e-05,0.00255988
5.13,0.0512999,7.84866e-05,0.00256488
5.14,0.0513999,7.87681e-05,0.00256987
5.15,0.0514999,7.90501e-05,0.00257487
5.16,0.0515999,7.93325e-05,0.00257987
5.17,0.0516999,7.96155e-05,0.00258487
5.18,0.0517999,7.9899e-05,0.00258987
5.19,0.0518999,8.0183e-05,0.00259487
5.2,0.0519999,8.04675e-05,0.00259987
5.21,0.0520999,8.07525e-05,0.00260487
5.22,0.0521999,8.10379e-05,0.00260987
5.23,0.0522999,8.13239e-05,0.00261487
5.24,0.0523999,8.16104e-05,0.00261987
5.25,0.0524999,8.18974e-05,0.00262487
5.26,0.0525999,8.21849e-05,0.00262987
5.27,0.0526999,8.24729e-05,0.00263487
5.28,0.0527999,8.27613e-05,0.00263987
5.29,0.0528999,8.30503e-05,0.00264486
5.3,0.0529999,8.33398e-05,0.00264986
5.31,0.0530999,8.36298e-05,0.00265486
5.32,0.0531999,8.39203e-05,0.00265986
5.33,0.0532999,8.42112e-05,0.00266486
5.34,0.0533999,8.45027e-05,0.00266986
5.35,0.0534999,8.47947e-05,0.00267486
5.36,0.0535999,8.50872e-05,0.00267986
5.37,0.0536999,8.53802e-05,0.00268486
5.38,0.0537999,8.56737e-05,0.00268986
5.39,0.0538999,8.59676e-05,0.00269486
5.4,0.0539999,8.62621e-05,0.00269986
5.41,0.0540999,8.65571e-05,0.00270486
5.42,0.0541999,8.68526e-05,0.00270986
5.43,0.0542999,8.71486e-05,0.00271485
5.44,0.0543999,8.74451e-05,0.00271985
5.45,0.0544999,8.7742e-05,0.00272485
5.46,0.0545999,8.80395e-05,0.00272985
5.47,0.0546999,8.83375e-05,0.00273485
5.48,0.0547999,8.8636e-05,0.00273985
5.49,0.0548999,8.8935e-05,0.00274485
5.5,0.0549999,8.92344e-05,0.00274985
5.51,0.0550999,8.95344e-05,0.00275485
5.52,0.0551999,8.98349e-05,0.00275985
5.53,0.0552999,9.01359e-05,0.00276485
5.54,0.0553999,9.04374e-05,0.00276985
5.55,0.0554999,9.07393e-05,0.00277485
5.56,0.0555999,9.10418e-05,0.00277985
5.57,0.0556999,9.13448e-05,0.00278484
5.58,0.0557999,9.16483e-05,0.00278984
5.59,0.0558999,9.19523e-05,0.00279484
5.6,0.0559999,9.22567e-05,0.00279984
5.61,0.0560999,9.25617e-05,0.00280484
5.62,0.0561999,9.28672e-05,0.00280984
5.63,0.0562999,9.31732e-05,0.00281484
5.64,0.0563999,9.34797e-05,0.00281984
5.65,0.0564999,9.37866e-05,0.00282484
5.66,0.0565999,9.40941e-05,0.00282984
5.67,0.0566999,9.44021e-05,0.00283484
5.68,0.0567999,9.47106e-05,0.00283984
5.69,0.0568999,9.50196e-05,0.00284484
5.7,0.0569999,9.5329e-05,0.00284983
5.71,0.0570999,9.5639e-05,0.00285483
5.72,0.0571999,9.59495e-05,0.00285983
5.73,0.0572999,9.62605e-05,0.00286483
5.74,0.0573999,9.6572e-05,0.00286983
5.75,0.0574999,9.68839e-05,0.00287483
5.76,0.0575999,9.71964e-05,0.00287983
5.77,0.0576999,9.75094e-05,0.00288483
5.78,0.0577999,9.78229e-05,0.00288983
5.79,0.0578999,9.81369e-05,0.00289483
5.8,0.0579999,9.84513e-05,0.00289983
5.81,0.0580999,9.87663e-05,0.00290483
5.82,0.0581999,9.90818e-05,0.00290982
5.83,0.0582999,9.93978e-05,0.00291482
5.84,0.0583999,9.97142e-05,0.00291982
5.85,0.0584999,0.000100031,0.00292482
5.86,0.0585999,0.000100349,0.00292982
5.87,0.0586999,0.000100667,0.00293482
5.88,0.0587999,0.000100985,0.00293982
5.89,0.0588999,0.000101304,0.00294482
5.9,0.0589999,0.000101624,0.00294982
5.91,0.0590999,0.000101944,0.00295482
5.92,0.0591999,0.000102264,0.00295982
5.93,0.0592999,0.000102585,0.00296482
5.94,0.0593999,0.000102907,0.00296982
5.95,0.0594999,0.000103228,0.00297481
5.96,0.0595999,0.000103551,0.00297981
5.97,0.0596999,0.000103874,0.00298481
5.98,0.0597999,0.000104197,0.00298981
5.99,0.0598999,0.000104521,0.00299481
6,0.0599999,0.000104846,0.00299981
6.01,0.0600999,0.000105171,0.00300481
6.02,0.0601999,0.000105496,0.00300981
6.03,0.0602999,0.000105822,0.00301481
6.04,0.0603999,0.000106149,0.00301981
6.05,0.0604999,0.000106476,0.00302481
