S,R,Z,Psi
1.3,0.0129962,0.000290207,0.0253488
1.31,0.0130961,0.000293716,0.0255438
1.32,0.0131961,0.000297245,0.0257388
1.33,0.013296,0.000300793,0.0259337
1.34,0.0133959,0.00030436,0.0261287
1.35,0.0134959,0.000307947,0.0263237
1.36,0.0135958,0.000311553,0.0265187
1.37,0.0136957,0.000315179,0.0267137
1.38,0.0137957,0.000318825,0.0269086
1.39,0.0138956,0.000322489,0.0271036
1.4,0.0139955,0.000326174,0.0272986
1.41,0.0140955,0.000329878,0.0274936
1.42,0.0141954,0.000333601,0.0276886
1.43,0.0142953,0.000337344,0.0278835
1.44,0.0143953,0.000341106,0.0280785
1.45,0.0144952,0.000344888,0.0282735
1.46,0.0145951,0.000348689,0.0284685
1.47,0.014695,0.00035251,0.0286635
1.48,0.014795,0.00035635,0.0288584
1.49,0.0148949,0.00036021,0.0290534
1.5,0.0149948,0.000364089,0.0292484
1.51,0.0150947,0.000367988,0.0294434
1.52,0.0151947,0.000371906,0.0296384
1.53,0.0152946,0.000375843,0.0298333
1.54,0.0153945,0.0003798,0.0300283
1.55,0.0154944,0.000383777,0.0302233
1.56,0.0155943,0.000387773,0.0304183
1.57,0.0156942,0.000391789,0.0306132
1.58,0.0157942,0.000395824,0.0308082
1.59,0.0158941,0.000399878,0.0310032
1.6,0.015994,0.000403952,0.0311982
1.61,0.0160939,0.000408046,0.0313931
1.62,0.0161938,0.000412159,0.0315881
1.63,0.0162937,0.000416291,0.0317831
1.64,0.0163937,0.000420443,0.0319781
1.65,0.0164936,0.000424614,0.0321731
1.66,0.0165935,0.000428805,0.032368
1.67,0.0166934,0.000433016,0.032563
1.68,0.0167933,0.000437245,0.032758
1.69,0.0168932,0.000441495,0.032953
1.7,0.0169931,0.000445763,0.0331479
1.71,0.017093,0.000450052,0.0333429
1.72,0.0171929,0.000454359,0.0335379
1.73,0.0172928,0.000458687,0.0337329
1.74,0.0173927,0.000463033,0.0339278
1.75,0.0174926,0.0004674,0.0341228
1.76,0.0175925,0.000471785,0.0343178
1.77,0.0176924,0.00047619,0.0345127
1.78,0.0177923,0.000480615,0.0347077
1.79,0.0178922,0.000485059,0.0349027
1.8,0.0179921,0.000489523,0.0350977
1.81,0.018092,0.000494006,0.0352926
1.82,0.0181919,0.000498508,0.0354876
1.83,0.0182918,0.00050303,0.0356826
1.84,0.0183917,0.000507572,0.0358776
1.85,0.0184916,0.000512133,0.0360725
1.86,0.0185915,0.000516713,0.0362675
1.87,0.0186914,0.000521313,0.0364625
1.88,0.0187913,0.000525932,0.0366575
1.89,0.0188912,0.000530571,0.0368524
1.9,0.0189911,0.000535229,0.0370474
1.91,0.019091,0.000539907,0.0372424
1.92,0.0191908,0.000544605,0.0374373
1.93,0.0192907,0.000549321,0.0376323
1.94,0.0193906,0.000554058,0.0378273
1.95,0.0194905,0.000558813,0.0380223
1.96,0.0195904,0.000563588,0.0382172
1.97,0.0196903,0.000568383,0.0384122
1.98,0.0197902,0.000573197,0.0386072
1.99,0.01989,0.000578031,0.0388021
2,0.0199899,0.000582884,0.0389971
2.01,0.0200898,0.000587756,0.0391921
2.02,0.0201897,0.000592648,0.039387
2.03,0.0202896,0.00059756,0.039582
2.04,0.0203894,0.000602491,0.039777
2.05,0.0204893,0.000607441,0.039972
2.06,0.0205892,0.000612411,0.0401669
2.07,0.0206891,0.0006174,0.0403619
2.08,0.0207889,0.000622409,0.0405569
2.09,0.0208888,0.000627438,0.0407518
2.1,0.0209887,0.000632485,0.0409468
2.11,0.0210885,0.000637553,0.0411418
2.12,0.0211884,0.000642639,0.0413367
2.13,0.0212883,0.000647746,0.0415317
2.14,0.0213881,0.000652871,0.0417267
2.15,0.021488,0.000658016,0.0419216
2.16,0.0215879,0.000663181,0.0421166
2.17,0.0216877,0.000668365,0.0423116
2.18,0.0217876,0.000673569,0.0425065
2.19,0.0218875,0.000678792,0.0427015
2.2,0.0219873,0.000684034,0.0428965
2.21,0.0220872,0.000689296,0.0430914
2.22,0.022187,0.000694577,0.0432864
2.23,0.0222869,0.000699878,0.0434814
2.24,0.0223868,0.000705199,0.0436763
2.25,0.0224866,0.000710539,0.0438713
2.26,0.0225865,0.000715898,0.0440663
2.27,0.0226863,0.000721277,0.0442612
2.28,0.0227862,0.000726675,0.0444562
2.29,0.022886,0.000732093,0.0446512
2.3,0.0229859,0.00073753,0.0448461
2.31,0.0230857,0.000742986,0.0450411
2.32,0.0231856,0.000748462,0.0452361
2.33,0.0232854,0.000753958,0.045431
2.34,0.0233853,0.000759473,0.045626
2.35,0.0234851,0.000765007,0.045821
2.36,0.023585,0.000770561,0.0460159
2.37,0.0236848,0.000776135,0.0462109
2.38,0.0237846,0.000781728,0.0464059
2.39,0.0238845,0.00078734,0.0466008
2.4,0.0239843,0.000792972,0.0467958
2.41,0.0240842,0.000798623,0.0469907
2.42,0.024184,0.000804294,0.0471857
2.43,0.0242838,0.000809984,0.0473807
2.44,0.0243837,0.000815694,0.0475756
2.45,0.0244835,0.000821423,0.0477706
2.46,0.0245833,0.000827171,0.0479656
2.47,0.0246832,0.00083294,0.0481605
2.48,0.024783,0.000838727,0.0483555
2.49,0.0248828,0.000844534,0.0485505
2.5,0.0249827,0.00085036,0.0487454
2.51,0.0250825,0.000856206,0.0489404
2.52,0.0251823,0.000862072,0.0491353
2.53,0.0252821,0.000867957,0.0493303
2.54,0.025382,0.000873861,0.0495253
2.55,0.0254818,0.000879785,0.0497202
2.56,0.0255816,0.000885728,0.0499152
2.57,0.0256814,0.000891691,0.0501101
2.58,0.0257812,0.000897673,0.0503051
2.59,0.0258811,0.000903674,0.0505001
2.6,0.0259809,0.000909695,0.050695
2.61,0.0260807,0.000915736,0.05089
2.62,0.0261805,0.000921796,0.0510849
2.63,0.0262803,0.000927875,0.0512799
2.64,0.0263801,0.000933974,0.0514749
2.65,0.02648,0.000940092,0.0516698
2.66,0.0265798,0.00094623,0.0518648
2.67,0.0266796,0.000952388,0.0520597
2.68,0.0267794,0.000958564,0.0522547
2.69,0.0268792,0.00096476,0.0524497
2.7,0.026979,0.000970976,0.0526446
2.71,0.0270788,0.000977211,0.0528396
2.72,0.0271786,0.000983466,0.0530345
2.73,0.0272784,0.00098974,0.0532295
2.74,0.0273782,0.000996033,0.0534244
2.75,0.027478,0.00100235,0.0536194
2.76,0.0275778,0.00100868,0.0538144
2.77,0.0276776,0.00101503,0.0540093
2.78,0.0277774,0.0010214,0.0542043
2.79,0.0278772,0.00102779,0.0543992
2.8,0.027977,0.0010342,0.0545942
2.81,0.0280768,0.00104063,0.0547891
2.82,0.0281766,0.00104708,0.0549841
2.83,0.0282763,0.00105355,0.0551791
2.84,0.0283761,0.00106004,0.055374
2.85,0.0284759,0.00106655,0.055569
2.86,0.0285757,0.00107307,0.0557639
2.87,0.0286755,0.00107962,0.0559589
2.88,0.0287753,0.00108618,0.0561538
2.89,0.028875,0.00109277,0.0563488
2.9,0.0289748,0.00109937,0.0565438
2.91,0.0290746,0.001106,0.0567387
2.92,0.0291744,0.00111264,0.0569337
2.93,0.0292742,0.00111931,0.0571286
2.94,0.0293739,0.00112599,0.0573236
2.95,0.0294737,0.00113269,0.0575185
2.96,0.0295735,0.00113941,0.0577135
2.97,0.0296733,0.00114615,0.0579084
2.98,0.029773,0.00115291,0.0581034
2.99,0.0298728,0.00115969,0.0582983
3,0.0299726,0.00116649,0.0584933
3.01,0.0300723,0.00117331,0.0586882
3.02,0.0301721,0.00118015,0.0588832
3.03,0.0302719,0.00118701,0.0590782
3.04,0.0303716,0.00119388,0.0592731
3.05,0.0304714,0.00120078,0.0594681
3.06,0.0305711,0.0012077,0.059663
3.07,0.0306709,0.00121463,0.059858
3.08,0.0307706,0.00122159,0.0600529
3.09,0.0308704,0.00122856,0.0602479
3.1,0.0309702,0.00123555,0.0604428
3.11,0.0310699,0.00124257,0.0606378
3.12,0.0311697,0.0012496,0.0608327
3.13,0.0312694,0.00125665,0.0610277
3.14,0.0313692,0.00126372,0.0612226
3.15,0.0314689,0.00127081,0.0614176
3.16,0.0315686,0.00127792,0.0616125
3.17,0.0316684,0.00128505,0.0618075
3.18,0.0317681,0.0012922,0.0620024
3.19,0.0318679,0.00129937,0.0621974
3.2,0.0319676,0.00130656,0.0623923
3.21,0.0320674,0.00131377,0.0625873
3.22,0.0321671,0.00132099,0.0627822
3.23,0.0322668,0.00132824,0.0629772
3.24,0.0323666,0.00133551,0.0631721
3.25,0.0324663,0.00134279,0.0633671
3.26,0.032566,0.0013501,0.063562
3.27,0.0326658,0.00135742,0.063757
3.28,0.0327655,0.00136476,0.0639519
3.29,0.0328652,0.00137213,0.0641469
3.3,0.0329649,0.00137951,0.0643418
3.31,0.0330647,0.00138691,0.0645368
3.32,0.0331644,0.00139433,0.0647317
3.33,0.0332641,0.00140177,0.0649267
3.34,0.0333638,0.00140924,0.0651216
3.35,0.0334635,0.00141672,0.0653165
3.36,0.0335633,0.00142421,0.0655115
3.37,0.033663,0.00143173,0.0657064
3.38,0.0337627,0.00143927,0.0659014
3.39,0.0338624,0.00144683,0.0660963
3.4,0.0339621,0.00145441,0.0662913
3.41,0.0340618,0.001462,0.0664862
3.42,0.0341615,0.00146962,0.0666812
3.43,0.0342612,0.00147725,0.0668761
3.44,0.0343609,0.00148491,0.0670711
3.45,0.0344606,0.00149258,0.067266
3.46,0.0345603,0.00150028,0.067461
3.47,0.03466,0.00150799,0.0676559
3.48,0.0347597,0.00151572,0.0678508
3.49,0.0348594,0.00152347,0.0680458
3.5,0.0349591,0.00153124,0.0682407
3.51,0.0350588,0.00153903,0.0684357
3.52,0.0351585,0.00154684,0.0686306
3.53,0.0352582,0.00155467,0.0688256
3.54,0.0353579,0.00156252,0.0690205
3.55,0.0354576,0.00157039,0.0692154
3.56,0.0355573,0.00157828,0.0694104
3.57,0.035657,0.00158619,0.0696053
3.58,0.0357566,0.00159411,0.0698003
3.59,0.0358563,0.00160206,0.0699952
3.6,0.035956,0.00161003,0.0701902
3.61,0.0360557,0.00161801,0.0703851
3.62,0.0361554,0.00162602,0.07058
3.63,0.036255,0.00163404,0.070775
3.64,0.0363547,0.00164208,0.0709699
3.65,0.0364544,0.00165015,0.0711649
3.66,0.0365541,0.00165823,0.0713598
3.67,0.0366537,0.00166633,0.0715548
3.68,0.0367534,0.00167445,0.0717497
3.69,0.0368531,0.00168259,0.0719446
3.7,0.0369527,0.00169075,0.0721396
3.71,0.0370524,0.00169893,0.0723345
3.72,0.0371521,0.00170713,0.0725295
3.73,0.0372517,0.00171535,0.0727244
3.74,0.0373514,0.00172359,0.0729193
3.75,0.037451,0.00173184,0.0731143
3.76,0.0375507,0.00174012,0.0733092
3.77,0.0376503,0.00174841,0.0735042
3.78,0.03775,0.00175673,0.0736991
3.79,0.0378496,0.00176506,0.073894
3.8,0.0379493,0.00177342,0.074089
3.81,0.0380489,0.00178179,0.0742839
3.82,0.0381486,0.00179019,0.0744788
3.83,0.0382482,0.0017986,0.0746738
3.84,0.0383479,0.00180703,0.0748687
3.85,0.0384475,0.00181548,0.0750637
3.86,0.0385472,0.00182395,0.0752586
3.87,0.0386468,0.00183244,0.0754535
3.88,0.0387464,0.00184095,0.0756485
3.89,0.0388461,0.00184948,0.0758434
3.9,0.0389457,0.00185803,0.0760383
3.91,0.0390453,0.0018666,0.0762333
3.92,0.039145,0.00187518,0.0764282
3.93,0.0392446,0.00188379,0.0766232
3.94,0.0393442,0.00189242,0.0768181
3.95,0.0394438,0.00190106,0.077013
3.96,0.0395435,0.00190973,0.077208
3.97,0.0396431,0.00191841,0.0774029
3.98,0.0397427,0.00192712,0.0775978
3.99,0.0398423,0.00193584,0.0777928
4,0.0399419,0.00194458,0.0779877
4.01,0.0400415,0.00195334,0.0781826
4.02,0.0401411,0.00196213,0.0783776
4.03,0.0402408,0.00197093,0.0785725
4.04,0.0403404,0.00197975,0.0787674
4.05,0.04044,0.00198859,0.0789624
4.06,0.0405396,0.00199745,0.0791573
4.07,0.0406392,0.00200632,0.0793522
4.08,0.0407388,0.00201522,0.0795472
4.09,0.0408384,0.00202414,0.0797421
4.1,0.040938,0.00203308,0.079937
4.11,0.0410376,0.00204203,0.080132
4.12,0.0411372,0.00205101,0.0803269
4.13,0.0412368,0.00206,0.0805218
4.14,0.0413364,0.00206902,0.0807168
4.15,0.0414359,0.00207805,0.0809117
4.16,0.0415355,0.0020871,0.0811066
4.17,0.0416351,0.00209618,0.0813016
4.18,0.0417347,0.00210527,0.0814965
4.19,0.0418343,0.00211438,0.0816914
4.2,0.0419339,0.00212351,0.0818864
4.21,0.0420334,0.00213266,0.0820813
4.22,0.042133,0.00214183,0.0822762
4.23,0.0422326,0.00215102,0.0824711
4.24,0.0423322,0.00216023,0.0826661
4.25,0.0424317,0.00216946,0.082861
4.26,0.0425313,0.0021787,0.0830559
4.27,0.0426309,0.00218797,0.0832509
4.28,0.0427305,0.00219726,0.0834458
4.29,0.04283,0.00220656,0.0836407
4.3,0.0429296,0.00221589,0.0838357
4.31,0.0430291,0.00222523,0.0840306
4.32,0.0431287,0.0022346,0.0842255
4.33,0.0432283,0.00224398,0.0844204
4.34,0.0433278,0.00225338,0.0846154
4.35,0.0434274,0.0022628,0.0848103
4.36,0.0435269,0.00227225,0.0850052
4.37,0.0436265,0.00228171,0.0852002
4.38,0.043726,0.00229119,0.0853951
4.39,0.0438256,0.00230069,0.08559
4.4,0.0439251,0.0023102,0.0857849
4.41,0.0440246,0.00231974,0.0859799
4.42,0.0441242,0.0023293,0.0861748
4.43,0.0442237,0.00233888,0.0863697
4.44,0.0443233,0.00234848,0.0865646
4.45,0.0444228,0.00235809,0.0867596
4.46,0.0445223,0.00236773,0.0869545
4.47,0.0446219,0.00237738,0.0871494
4.48,0.0447214,0.00238706,0.0873443
4.49,0.0448209,0.00239675,0.0875393
4.5,0.0449204,0.00240646,0.0877342
4.51,0.04502,0.00241619,0.0879291
4.52,0.0451195,0.00242595,0.088124
4.53,0.045219,0.00243572,0.088319
4.54,0.0453185,0.00244551,0.0885139
4.55,0.045418,0.00245532,0.0887088
4.56,0.0455176,0.00246515,0.0889037
4.57,0.0456171,0.002475,0.0890987
4.58,0.0457166,0.00248487,0.0892936
4.59,0.0458161,0.00249475,0.0894885
4.6,0.0459156,0.00250466,0.0896834
4.61,0.0460151,0.00251459,0.0898784
4.62,0.0461146,0.00252453,0.0900733
4.63,0.0462141,0.0025345,0.0902682
4.64,0.0463136,0.00254448,0.0904631
4.65,0.0464131,0.00255449,0.090658
4.66,0.0465126,0.00256451,0.090853
4.67,0.0466121,0.00257455,0.0910479
4.68,0.0467116,0.00258461,0.0912428
4.69,0.0468111,0.0025947,0.0914377
4.7,0.0469106,0.0026048,0.0916327
4.71,0.04701,0.00261492,0.0918276
4.72,0.0471095,0.00262506,0.0920225
4.73,0.047209,0.00263522,0.0922174
4.74,0.0473085,0.00264539,0.0924123
4.75,0.047408,0.00265559,0.0926073
4.76,0.0475074,0.00266581,0.0928022
4.77,0.0476069,0.00267605,0.0929971
4.78,0.0477064,0.0026863,0.093192
4.79,0.0478058,0.00269658,0.0933869
4.8,0.0479053,0.00270687,0.0935819
4.81,0.0480048,0.00271719,0.0937768
4.82,0.0481042,0.00272752,0.0939717
4.83,0.0482037,0.00273787,0.0941666
4.84,0.0483032,0.00274825,0.0943615
4.85,0.0484026,0.00275864,0.0945564
4.86,0.0485021,0.00276905,0.0947514
4.87,0.0486015,0.00277948,0.0949463
4.88,0.048701,0.00278993,0.0951412
4.89,0.0488004,0.0028004,0.0953361
4.9,0.0488999,0.00281089,0.095531
4.91,0.0489993,0.0028214,0.0957259
4.92,0.0490988,0.00283192,0.0959209
4.93,0.0491982,0.00284247,0.0961158
4.94,0.0492976,0.00285304,0.0963107
4.95,0.0493971,0.00286362,0.0965056
4.96,0.0494965,0.00287423,0.0967005
4.97,0.0495959,0.00288485,0.0968954
4.98,0.0496954,0.00289549,0.0970904
4.99,0.0497948,0.00290616,0.0972853
5,0.0498942,0.00291684,0.0974802
5.01,0.0499937,0.00292754,0.0976751
5.02,0.0500931,0.00293826,0.09787
5.03,0.0501925,0.002949,0.0980649
5.04,0.0502919,0.00295976,0.0982598
5.05,0.0503913,0.00297054,0.0984548
5.06,0.0504907,0.00298134,0.0986497
5.07,0.0505902,0.00299216,0.0988446
5.08,0.0506896,0.003003,0.0990395
5.09,0.050789,0.00301385,0.0992344
5.1,0.0508884,0.00302473,0.0994293
5.11,0.0509878,0.00303563,0.0996242
5.12,0.0510872,0.00304654,0.0998192
5.13,0.0511866,0.00305748,0.100014
5.14,0.051286,0.00306843,0.100209
5.15,0.0513854,0.0030794,0.100404
5.16,0.0514848,0.00309039,0.100599
5.17,0.0515842,0.00310141,0.100794
5.18,0.0516835,0.00311244,0.100989
5.19,0.0517829,0.00312349,0.101184
5.2,0.0518823,0.00313456,0.101378
5.21,0.0519817,0.00314565,0.101573
5.22,0.0520811,0.00315676,0.101768
5.23,0.0521804,0.00316788,0.101963
5.24,0.0522798,0.00317903,0.102158
5.25,0.0523792,0.0031902,0.102353
5.26,0.0524786,0.00320139,0.102548
5.27,0.0525779,0.00321259,0.102743
5.28,0.0526773,0.00322382,0.102938
5.29,0.0527767,0.00323506,0.103133
5.3,0.052876,0.00324632,0.103328
5.31,0.0529754,0.00325761,0.103522
5.32,0.0530747,0.00326891,0.103717
5.33,0.0531741,0.00328023,0.103912
5.34,0.0532735,0.00329157,0.104107
5.35,0.0533728,0.00330293,0.104302
5.36,0.0534722,0.00331431,0.104497
5.37,0.0535715,0.00332571,0.104692
5.38,0.0536708,0.00333713,0.104887
5.39,0.0537702,0.00334857,0.105082
5.4,0.0538695,0.00336003,0.105277
5.41,0.0539689,0.0033715,0.105472
5.42,0.0540682,0.003383,0.105666
5.43,0.0541675,0.00339451,0.105861
5.44,0.0542669,0.00340605,0.106056
5.45,0.0543662,0.0034176,0.106251
5.46,0.0544655,0.00342918,0.106446
5.47,0.0545648,0.00344077,0.106641
5.48,0.0546642,0.00345238,0.106836
5.49,0.0547635,0.00346401,0.107031
5.5,0.0548628,0.00347566,0.107226
5.51,0.0549621,0.00348733,0.107421
5.52,0.0550614,0.00349902,0.107615
5.53,0.0551607,0.00351073,0.10781
5.54,0.05526,0.00352246,0.108005
5.55,0.0553594,0.00353421,0.1082
5.56,0.0554587,0.00354597,0.108395
5.57,0.055558,0.00355776,0.10859
5.58,0.0556573,0.00356957,0.108785
5.59,0.0557566,0.00358139,0.10898
5.6,0.0558559,0.00359324,0.109175
5.61,0.0559551,0.0036051,0.10937
5.62,0.0560544,0.00361698,0.109564
5.63,0.0561537,0.00362889,0.109759
5.64,0.056253,0.00364081,0.109954
5.65,0.0563523,0.00365275,0.110149
5.66,0.0564516,0.00366471,0.110344
5.67,0.0565508,0.00367669,0.110539
5.68,0.0566501,0.00368869,0.110734
5.69,0.0567494,0.00370071,0.110929
5.7,0.0568487,0.00371274,0.111124
5.71,0.0569479,0.0037248,0.111319
5.72,0.0570472,0.00373688,0.111514
5.73,0.0571465,0.00374897,0.111708
5.74,0.0572457,0.00376109,0.111903
5.75,0.057345,0.00377322,0.112098
5.76,0.0574442,0.00378538,0.112293
5.77,0.0575435,0.00379755,0.112488
5.78,0.0576428,0.00380974,0.112683
5.79,0.057742,0.00382196,0.112878
5.8,0.0578413,0.00383419,0.113073
5.81,0.0579405,0.00384644,0.113268
5.82,0.0580397,0.00385871,0.113462
5.83,0.058139,0.003871,0.113657
5.84,0.0582382,0.00388331,0.113852
5.85,0.0583375,0.00389563,0.114047
5.86,0.0584367,0.00390798,0.114242
5.87,0.0585359,0.00392035,0.114437
5.88,0.0586351,0.00393273,0.114632
5.89,0.0587344,0.00394514,0.114827
5.9,0.0588336,0.00395757,0.115022
5.91,0.0589328,0.00397001,0.115217
5.92,0.059032,0.00398247,0.115411
5.93,0.0591312,0.00399496,0.115606
5.94,0.0592305,0.00400746,0.115801
5.95,0.0593297,0.00401998,0.115996
5.96,0.0594289,0.00403252,0.116191
5.97,0.0595281,0.00404508,0.116386
5.98,0.0596273,0.00405766,0.116581
5.99,0.0597265,0.00407026,0.116776
6,0.0598257,0.00408288,0.116971
6.01,0.0599249,0.00409551,0.117165
6.02,0.0600241,0.00410817,0.11736
6.03,0.0601233,0.00412085,0.117555
6.04,0.0602225,0.00413354,0.11775
6.05,0.0603217,0.00414626,0.117945
6.06,0.0604208,0.00415899,0.11814
6.07,0.06052,0.00417174,0.118335
6.08,0.0606192,0.00418452,0.11853
6.09,0.0607184,0.00419731,0.118725
6.1,0.0608176,0.00421012,0.11892
6.11,0.0609167,0.00422295,0.119114
6.12,0.0610159,0.0042358,0.119309
6.13,0.0611151,0.00424867,0.119504
6.14,0.0612142,0.00426156,0.119699
6.15,0.0613134,0.00427447,0.119894
6.16,0.0614125,0.00428739,0.120089
6.17,0.0615117,0.00430034,0.120284
6.18,0.0616109,0.00431331,0.120479
6.19,0.06171,0.00432629,0.120674
6.2,0.0618092,0.0043393,0.120868
6.21,0.0619083,0.00435232,0.121063
6.22,0.0620074,0.00436536,0.121258
6.23,0.0621066,0.00437843,0.121453
6.24,0.0622057,0.00439151,0.121648
6.25,0.0623049,0.00440461,0.121843
6.26,0.062404,0.00441773,0.122038
6.27,0.0625031,0.00443087,0.122233
6.28,0.0626023,0.00444403,0.122428
6.29,0.0627014,0.00445721,0.122622
6.3,0.0628005,0.00447041,0.122817
6.31,0.0628996,0.00448362,0.123012
6.32,0.0629987,0.00449686,0.123207
6.33,0.0630979,0.00451012,0.123402
6.34,0.063197,0.00452339,0.123597
6.35,0.0632961,0.00453669,0.123792
6.36,0.0633952,0.00455,0.123987
6.37,0.0634943,0.00456333,0.124182
6.38,0.0635934,0.00457668,0.124376
6.39,0.0636925,0.00459006,0.124571
6.4,0.0637916,0.00460345,0.124766
