S,R,Z,Psi
0,0,0,0
0.01,9.99916e-05,1.12493e-06,0.000224999
0.02,0.000199983,2.27233e-06,0.000449997
0.03,0.000299974,3.44223e-06,0.000674995
0.04,0.000399965,4.63462e-06,0.000899993
0.05,0.000499955,5.84952e-06,0.00112499
0.06,0.000599945,7.08691e-06,0.00134999
0.07,0.000699935,8.34679e-06,0.00157498
0.08,0.000799925,9.62917e-06,0.00179998
0.09,0.000899914,1.09341e-05,0.00202498
0.1,0.000999904,1.22614e-05,0.00224997
0.11,0.00109989,1.36113e-05,0.00247497
0.12,0.00119988,1.49837e-05,0.00269997
0.13,0.00129987,1.63785e-05,0.00292496
0.14,0.00139986,1.77959e-05,0.00314996
0.15,0.00149984,1.92357e-05,0.00337495
0.16,0.00159983,2.06981e-05,0.00359995
0.17,0.00169982,2.21829e-05,0.00382494
0.18,0.0017998,2.36903e-05,0.00404994
0.19,0.00189979,2.52201e-05,0.00427493
0.2,0.00199978,2.67725e-05,0.00449992
0.21,0.00209976,2.83473e-05,0.00472492
0.22,0.00219975,2.99446e-05,0.00494991
0.23,0.00229973,3.15644e-05,0.0051749
0.24,0.00239972,3.32067e-05,0.0053999
0.25,0.0024997,3.48715e-05,0.00562489
0.26,0.00259968,3.65588e-05,0.00584988
0.27,0.00269967,3.82686e-05,0.00607487
0.28,0.00279965,4.00009e-05,0.00629986
0.29,0.00289963,4.17557e-05,0.00652486
0.3,0.00299962,4.3533e-05,0.00674985
0.31,0.0030996,4.53328e-05,0.00697484
0.32,0.00319958,4.7155e-05,0.00719983
0.33,0.00329956,4.89998e-05,0.00742482
0.34,0.00339954,5.0867e-05,0.00764981
0.35,0.00349952,5.27568e-05,0.0078748
0.36,0.0035995,5.4669e-05,0.00809979
0.37,0.00369948,5.66038e-05,0.00832478
0.38,0.00379946,5.8561e-05,0.00854977
0.39,0.00389944,6.05407e-05,0.00877475
0.4,0.00399941,6.25429e-05,0.00899974
0.41,0.00409939,6.45676e-05,0.00922473
0.42,0.00419937,6.66148e-05,0.00944972
0.43,0.00429934,6.86845e-05,0.00967471
0.44,0.00439932,7.07767e-05,0.00989969
0.45,0.0044993,7.28914e-05,0.0101247
0.46,0.00459927,7.50285e-05,0.0103497
0.47,0.00469925,7.71882e-05,0.0105747
0.48,0.00479922,7.93703e-05,0.0107996
0.49,0.00489919,8.1575e-05,0.0110246
0.5,0.00499917,8.38021e-05,0.0112496
0.51,0.00509914,8.60517e-05,0.0114746
0.52,0.00519911,8.83238e-05,0.0116996
0.53,0.00529908,9.06184e-05,0.0119246
0.54,0.00539905,9.29355e-05,0.0121495
0.55,0.00549902,9.52751e-05,0.0123745
0.56,0.00559899,9.76372e-05,0.0125995
0.57,0.00569896,0.000100022,0.0128245
0.58,0.00579893,0.000102429,0.0130495
0.59,0.0058989,0.000104858,0.0132745
0.6,0.00599887,0.00010731,0.0134994
0.61,0.00609884,0.000109785,0.0137244
0.62,0.0061988,0.000112282,0.0139494
0.63,0.00629877,0.000114801,0.0141744
0.64,0.00639873,0.000117343,0.0143994
0.65,0.0064987,0.000119908,0.0146244
0.66,0.00659866,0.000122495,0.0148493
0.67,0.00669863,0.000125104,0.0150743
0.68,0.00679859,0.000127736,0.0152993
0.69,0.00689855,0.000130391,0.0155243
0.7,0.00699852,0.000133068,0.0157493
0.71,0.00709848,0.000135767,0.0159742
0.72,0.00719844,0.000138489,0.0161992
0.73,0.0072984,0.000141233,0.0164242
0.74,0.00739836,0.000144,0.0166492
0.75,0.00749832,0.00014679,0.0168741
0.76,0.00759827,0.000149601,0.0170991
0.77,0.00769823,0.000152436,0.0173241
0.78,0.00779819,0.000155293,0.0175491
0.79,0.00789815,0.000158172,0.0177741
0.8,0.0079981,0.000161074,0.017999
0.81,0.00809806,0.000163998,0.018224
0.82,0.00819801,0.000166945,0.018449
0.83,0.00829796,0.000169914,0.018674
0.84,0.00839792,0.000172906,0.0188989
0.85,0.00849787,0.00017592,0.0191239
0.86,0.00859782,0.000178957,0.0193489
0.87,0.00869777,0.000182016,0.0195739
0.88,0.00879772,0.000185098,0.0197988
0.89,0.00889767,0.000188202,0.0200238
0.9,0.00899762,0.000191328,0.0202488
0.91,0.00909757,0.000194477,0.0204737
0.92,0.00919752,0.000197649,0.0206987
0.93,0.00929747,0.000200843,0.0209237
0.94,0.00939741,0.00020406,0.0211487
0.95,0.00949736,0.000207299,0.0213736
0.96,0.0095973,0.00021056,0.0215986
0.97,0.00969725,0.000213844,0.0218236
0.98,0.00979719,0.000217151,0.0220485
0.99,0.00989713,0.00022048,0.0222735
1,0.00999707,0.000223831,0.0224985
1.01,0.010097,0.000227205,0.0227235
1.02,0.010197,0.000230602,0.0229484
1.03,0.0102969,0.000234021,0.0231734
1.04,0.0103968,0.000237462,0.0233984
1.05,0.0104968,0.000240926,0.0236233
1.06,0.0105967,0.000244412,0.0238483
1.07,0.0106966,0.000247921,0.0240733
1.08,0.0107966,0.000251453,0.0242982
1.09,0.0108965,0.000255006,0.0245232
1.1,0.0109964,0.000258583,0.0247482
1.11,0.0110964,0.000262181,0.0249731
1.12,0.0111963,0.000265803,0.0251981
1.13,0.0112962,0.000269446,0.0254231
1.14,0.0113962,0.000273113,0.025648
1.15,0.0114961,0.000276801,0.025873
1.16,0.011596,0.000280513,0.026098
1.17,0.011696,0.000284246,0.0263229
1.18,0.0117959,0.000288002,0.0265479
1.19,0.0118958,0.000291781,0.0267728
1.2,0.0119957,0.000295582,0.0269978
1.21,0.0120957,0.000299406,0.0272228
1.22,0.0121956,0.000303252,0.0274477
1.23,0.0122955,0.00030712,0.0276727
1.24,0.0123954,0.000311011,0.0278977
1.25,0.0124954,0.000314925,0.0281226
1.26,0.0125953,0.000318861,0.0283476
1.27,0.0126952,0.000322819,0.0285725
1.28,0.0127951,0.0003268,0.0287975
1.29,0.012895,0.000330803,0.0290225
1.3,0.0129949,0.000334829,0.0292474
1.31,0.0130949,0.000338877,0.0294724
1.32,0.0131948,0.000342948,0.0296973
1.33,0.0132947,0.000347041,0.0299223
1.34,0.0133946,0.000351157,0.0301473
1.35,0.0134945,0.000355295,0.0303722
1.36,0.0135944,0.000359456,0.0305972
1.37,0.0136943,0.000363639,0.0308221
1.38,0.0137943,0.000367845,0.0310471
1.39,0.0138942,0.000372073,0.031272
1.4,0.0139941,0.000376324,0.031497
1.41,0.014094,0.000380597,0.0317219
1.42,0.0141939,0.000384892,0.0319469
